,Finance company,Public company,Before,Operation,After,Date
13407,富国银行,VMware,与大盘一致,上调,强于大盘,2019-10-01
13408,巴克莱,TradewebMarkets,中性,上调,增持,2019-10-01
13409,KeyBanc,赛灵思,增持,下调,与类股一致,2019-10-01
13410,KeyBanc,MicrochipTech,与类股一致,上调,增持,2019-10-01
13411,KeyBanc,AnalogDevices,与类股一致,上调,增持,2019-10-01
13412,瑞银,法国兴业银行,瑞银将法国兴业银行评级,下调,中性,2019-10-01
13413,花旗集团,三花智控首次,买进,定为,买进,2019-10-01
13414,Northland,Fabrinet,与大盘一致,上调,强于大盘,2019-09-30
13415,H.C.Wainwright,DovaPharmaceuticals,买进,下调,中性,2019-09-30
13416,Craig-Hallum,RanpakHoldings初始,买进,定为,买进,2019-09-30
13417,SunTrustRobinsonHumphrey,PNMResources,持有,维持在,持有,2019-09-30
13418,SunTrustRobinsonHumphrey,CMSEnergy,持有,维持在,持有,2019-09-30
13419,花旗集团,Patterson-UTI,买进,下调,中性,2019-09-30
13420,Northland,II-VI,强于大盘,下调,与大盘一致,2019-09-30
13421,SunTrustRobinsonHumphrey,ConcertPharmaceuticals,买进,维持在,买进,2019-09-30
13422,Sidoti&Co.,Griffon,买进,维持在,买进,2019-09-30
13423,花旗集团,Ooma,中性,下调,弱于大盘,2019-09-30
13424,PiperJaffray,WhitingPetroleum,中性,维持在,中性,2019-09-30
13425,PiperJaffray,SeattleGenetics,增持,维持在,增持,2019-09-30
13426,PiperJaffray,MagnoliaOil&Gas,增持,维持在,增持,2019-09-30
13427,美国银行,SolarWinds,中性,下调,弱于大盘,2019-09-30
13428,花旗集团,PrecisionDrilling,买进,下调,中性,2019-09-30
13429,花旗集团,ForumEnergyTechnologies,买进,下调,中性,2019-09-30
13430,花旗集团,Helmerich&Payne,买进,下调,中性,2019-09-30
13431,摩根士丹利,硕腾,中性,维持在,中性,2019-09-30
13432,摩根士丹利,富国银行,中性,维持在,中性,2019-09-30
13433,贝雅,PioneerNatural,强于大盘,维持在,强于大盘,2019-09-30
13434,贝雅,迪尔公司,强于大盘,维持在,强于大盘,2019-09-30
13435,摩根士丹利,高乐氏,减持,维持在,减持,2019-09-30
13436,摩根大通,苹果公司,增持,维持在,增持,2019-09-30
13437,美国银行,XcelEnergy,中性,下调,弱于大盘,2019-09-30
13438,富国银行,HomeGroup,与大盘一致,维持在,与大盘一致,2019-09-30
13439,美国银行,PNMResources,中性,上调,买进,2019-09-30
13440,富国银行,Immunomedics,与大盘一致,维持在,与大盘一致,2019-09-30
13441,富国银行,JackInTheBox,强于大盘,维持在,强于大盘,2019-09-30
13442,富国银行,NationalVision,强于大盘,维持在,强于大盘,2019-09-30
13443,富国银行,RealReal,强于大盘,维持在,强于大盘,2019-09-30
13444,富国银行,SempraEnergy,强于大盘,维持在,强于大盘,2019-09-30
13445,富国银行,盖璞,与大盘一致,维持在,与大盘一致,2019-09-30
13446,B.Riley,GlobalShipLease初始,买进,定为,买进,2019-09-30
13447,瑞士信贷,保德信金融集团,中性,维持在,中性,2019-09-30
13448,花旗集团,NewFortressEnergy,买进,维持在,买进,2019-09-30
13449,巴克莱,西联汇款,减持,维持在,减持,2019-09-30
13450,巴克莱,USSilica,中性,维持在,中性,2019-09-30
13451,巴克莱,RPCInc,减持,维持在,减持,2019-09-30
13452,巴克莱,ProPetroHolding,增持,维持在,增持,2019-09-30
13453,巴克莱,FTSInternational,中性,维持在,中性,2019-09-30
13454,巴克莱,艾默生电气公司,中性,维持在,中性,2019-09-30
13455,花旗集团,AltusMidstream,中性,维持在,中性,2019-09-30
13456,巴克莱,BrookfieldRenewable,增持,维持在,增持,2019-09-30
13457,巴克莱,BrookfieldInfrastructure,中性,维持在,中性,2019-09-30
13458,JMPSecurities,Incyte,强于大盘,维持在,强于大盘,2019-09-30
13459,花旗集团,NewFortressEnergy,买进,维持在,买进,2019-09-30
13460,花旗集团,AltusMidstream,中性,维持在,中性,2019-09-30
13461,TDSecurities,BrookfieldRenewable,买进,维持在,买进,2019-09-30
13462,BMOCapital,Humana,强于大盘,下调,与大盘一致,2019-09-30
13463,瑞穗,ConcertPharmaceuticals,买进,维持在,买进,2019-09-30
13464,Wedbush,BedBath&Beyond,中性,上调,强于大盘,2019-09-30
13465,美国银行,AdamasPharmaceuticals,中性,下调,弱于大盘,2019-09-30
13466,美国银行,USBancorp,中性,下调,弱于大盘,2019-09-30
13467,富国银行,罗克韦尔自动化公司,强于大盘,下调,与大盘一致,2019-09-30
13468,BMOCapital,UnitedHealth,强于大盘,下调,与大盘一致,2019-09-30
13469,德银,ShakeShack初始,持有,定为,持有,2019-09-30
13470,SunTrustRobinsonHumphrey,NewellBrands,持有,上调,买进,2019-09-30
13471,美国银行,VerraMobility,中性,上调,买进,2019-09-30
13472,EvercoreISIGroup,VEREIT,与大盘一致,上调,强于大盘,2019-09-30
13473,BMOCapital,信诺保险,与大盘一致,上调,强于大盘,2019-09-30
13474,美国富瑞金融集团,DecipheraPharmaceuticals初始,买进,定为,买进,2019-09-30
13475,加皇资本市场,艾默生电气公司,与类股一致,上调,强于大盘,2019-09-30
13476,BMOCapital,MurphyOil初始,强于大盘,定为,强于大盘,2019-09-30
13477,B.Riley,SunCokeEnergy,买进,下调,中性,2019-09-30
13478,巴克莱,MammothEnergyServices,增持,下调,中性,2019-09-30
13479,富国银行,UrbanOutfitters,与大盘一致,上调,强于大盘,2019-09-30
13480,KeyBanc,Lear,增持,维持在,增持,2019-09-30
13481,KeyBanc,VailResorts,增持,维持在,增持,2019-09-30
13482,花旗投资研究,世联行,买进,下调,卖出,2019-09-30
13483,CapitalOneFinancial,Enerplus,中性,上调,增持,2019-09-27
13484,SummitInsightsGroup,Facebook初始,买进,定为,买进,2019-09-27
13485,OdeonCapital,M&TBank初始,持有,定为,持有,2019-09-27
13486,CantorFitzgerald,StealthBioTherapeutics初始,增持,定为,增持,2019-09-27
13487,德银,BostonBeer初始,持有,定为,持有,2019-09-27
13488,B.Riley,Infinera,买进,维持在,买进,2019-09-27
13489,B.Riley,ShotSpotter,买进,维持在,买进,2019-09-27
13490,Sidoti&Co.,WeightWatchers,买进,维持在,买进,2019-09-27
13491,Sidoti&Co.,AltraIndustrialMotion,买进,维持在,买进,2019-09-27
13492,美国银行,iRobot初始,买进,定为,买进,2019-09-27
13493,花旗集团,塔博曼购物中心公司,中性,维持在,中性,2019-09-27
13494,花旗集团,SareptaTherapeutics,买进,维持在,买进,2019-09-27
13495,花旗集团,美光科技公司,卖出,维持在,卖出,2019-09-27
13496,花旗集团,Macerich,中性,维持在,中性,2019-09-27
13497,花旗集团,ConagraBrands,买进,维持在,买进,2019-09-27
13498,摩根士丹利,史丹利百得,增持,维持在,增持,2019-09-27
13499,摩根士丹利,霍尼韦尔,增持,维持在,增持,2019-09-27
13500,摩根士丹利,FactSetResearch,减持,维持在,减持,2019-09-27
13501,摩根士丹利,戴尔科技集团,中性,维持在,中性,2019-09-27
13502,摩根士丹利,嘉年华,中性,维持在,中性,2019-09-27
13503,贝雅,美光科技公司,弱于大盘,维持在,弱于大盘,2019-09-27
13504,贝雅,Actuant,中性,维持在,中性,2019-09-27
13505,瑞银,GenesisEnergy,买进,维持在,买进,2019-09-27
13506,瑞银,FactSetResearch,卖出,维持在,卖出,2019-09-27
13507,瑞银,OGEEnergy,中性,维持在,中性,2019-09-27
13508,瑞银,Dick'sSportingGoods,中性,维持在,中性,2019-09-27
13509,瑞银,戴尔科技集团,中性,维持在,中性,2019-09-27
13510,野村证券,嘉年华,中性,维持在,中性,2019-09-27
13511,野村证券,美光科技公司,中性,维持在,中性,2019-09-27
13512,野村证券,EllingtonFinancial初始,买进,定为,买进,2019-09-27
13513,StifelNicolaus,StitchFix,买进,维持在,买进,2019-09-27
13514,StifelNicolaus,Semtech,买进,维持在,买进,2019-09-27
13515,StifelNicolaus,GuidewireSoftware,持有,维持在,持有,2019-09-27
13516,StifelNicolaus,FactSetResearch,持有,维持在,持有,2019-09-27
13517,StifelNicolaus,嘉年华,买进,维持在,买进,2019-09-27
13518,BMOCapital,Ingevity,强于大盘,维持在,强于大盘,2019-09-27
13519,BMOCapital,甲骨文公司,与大盘一致,维持在,与大盘一致,2019-09-27
13520,Wedbush,美光科技公司,中性,维持在,中性,2019-09-27
13521,Wedbush,嘉年华,中性,维持在,中性,2019-09-27
13522,Wedbush,AppliedGeneticTech,强于大盘,维持在,强于大盘,2019-09-27
13523,JMPSecurities,TylerTechnologies,强于大盘,维持在,强于大盘,2019-09-27
13524,JMPSecurities,SabraHealthcareREIT,强于大盘,维持在,强于大盘,2019-09-27
13525,H.C.Wainwright,HOOKIPAPharma初始,买进,定为,买进,2019-09-27
13526,ChardanCapital,ChardanHealthcareAcqn初始,买进,定为,买进,2019-09-27
13527,巴克莱,Iberdrola初始,中性,定为,中性,2019-09-27
13528,GuggenheimSecurities,西联汇款,中性,上调,买进,2019-09-27
13529,美国银行,德州仪器公司,中性,上调,买进,2019-09-27
13530,美国银行,i3Verticals,中性,上调,买进,2019-09-27
13531,MKMPartners,DineBrandsGlobal初始,买进,定为,买进,2019-09-27
13532,美国银行,Church&Dwight,中性,上调,买进,2019-09-27
13533,美国银行,MaximIntegrated,中性,下调,弱于大盘,2019-09-27
13534,美国银行,金佰利,中性,上调,买进,2019-09-27
13535,美国银行,OldDominionFreight,中性,下调,弱于大盘,2019-09-27
13536,EvercoreISIGroup,MatchGroupInc.Inc.,与大盘一致,上调,强于大盘,2019-09-27
13537,美国银行,FactSetResearch,中性,下调,弱于大盘,2019-09-27
13538,DNBMarkets,Equinor,买进,下调,持有,2019-09-27
13539,瑞银,嘉年华,买进,下调,中性,2019-09-27
13540,富国银行,frontdoor,强于大盘,下调,与大盘一致,2019-09-27
13541,Berenberg,嘉年华,持有,下调,卖出,2019-09-27
13542,富国银行,优步初始,与大盘一致,定为,与大盘一致,2019-09-27
13543,BMOCapital,REVGroup,强于大盘,下调,与大盘一致,2019-09-27
13544,瑞银,中国电信股份有限公司(简称∶中国电信),中性,上调,买进,2019-09-27
13545,瑞穗,ArcusBiosciences初始,买进,定为,买进,2019-09-27
13546,富国银行,Pinterest初始,与大盘一致,定为,与大盘一致,2019-09-27
13547,富国银行,Lyft初始,强于大盘,定为,强于大盘,2019-09-27
13548,摩根大通,Luminex,中性,下调,减持,2019-09-27
13549,富国银行,eBay,强于大盘,下调,与大盘一致,2019-09-27
13550,MKMPartners,BrinkerInternational初始,买进,定为,买进,2019-09-27
13551,VerticalResearch,美国德事隆有限公司,买进,下调,持有,2019-09-27
13552,花旗集团,HBFuller,中性,下调,卖出,2019-09-27
13553,MKMPartners,Denny's初始,中性,定为,中性,2019-09-27
13554,EvercoreISIGroup,CoupaSoftware初始,强于大盘,定为,强于大盘,2019-09-27
13555,MKMPartners,CrackerBarrel初始,中性,定为,中性,2019-09-27
13556,摩根大通,BoxInc.Inc.,中性,下调,减持,2019-09-27
13557,DADavidson,BankUnited初始,买进,定为,买进,2019-09-27
13558,富国银行,缤客,强于大盘,下调,与大盘一致,2019-09-27
13559,DADavidson,BridgeBancorp初始,中性,定为,中性,2019-09-27
13560,摩根大通,AccelerateDiagnostics,中性,下调,减持,2019-09-27
13561,高盛,AtaraBiotherapeutics,中性,下调,卖出,2019-09-27
13562,BMOCapital,AppliedGeneticTech,与大盘一致,上调,强于大盘,2019-09-27
13563,KeyBanc,固铂轮胎橡胶公司,增持,维持在,增持,2019-09-27
13564,KeyBanc,美光科技公司,增持,维持在,增持,2019-09-27
13565,花旗投资研究,三花智控首次,买进,定为,买进,2019-09-27
13566,大和,隆基绿能科技,强于大盘,上调,买进,2019-09-27
13567,大和资本,通威股份,强于大盘,下调,持有,2019-09-27
13568,更正∶德银,ChangeHealthcare初始,买进,定为,买进,2019-09-27
13569,NorthlandCapitalMarkets,NorthwestPipe初始,强于大盘,定为,强于大盘,2019-09-26
13570,Stifel,AARCorp,买进,维持在,买进,2019-09-26
13571,德银,NextGenHealthcare初始,持有,定为,持有,2019-09-26
13572,德银,Cerner初始,买进,定为,买进,2019-09-26
13573,德银,Allscripts初始,持有,定为,持有,2019-09-26
13574,德银,ComputerPrograms&Sys初始,持有,定为,持有,2019-09-26
13575,ChinaRenaissance,上海蔚来汽车有限公司初始,持有,定为,持有,2019-09-26
13576,ChinaRenaissance,特斯拉初始,买进,定为,买进,2019-09-26
13577,WolfeResearch,上海蔚来汽车有限公司,强于大盘,下调,与类股一致,2019-09-26
13578,SandlerO'Neill,SandySpringBancorp,持有,上调,买进,2019-09-26
13579,摩根士丹利,UnitedHealth,增持,维持在,增持,2019-09-26
13580,摩根士丹利,Humana,增持,维持在,增持,2019-09-26
13581,摩根士丹利,CVSHealth,增持,维持在,增持,2019-09-26
13582,摩根士丹利,信诺保险,增持,维持在,增持,2019-09-26
13583,Cowen&Co.,BoozAllenHamilton,强于大盘,维持在,强于大盘,2019-09-26
13584,摩根士丹利,Centene,增持,维持在,增持,2019-09-26
13585,SunTrustRobinsonHumphrey,万宝盛华集团,持有,维持在,持有,2019-09-26
13586,摩根士丹利,AnthemInc.,增持,维持在,增持,2019-09-26
13587,CanaccordGenuity,AARCorp,买进,维持在,买进,2019-09-26
13588,SunTrustRobinsonHumphrey,AARCorp,持有,维持在,持有,2019-09-26
13589,JMPSecurities,KBHome,强于大盘,维持在,强于大盘,2019-09-26
13590,高盛,ImperialOil,买进,下调,中性,2019-09-26
13591,美国银行,HercHoldings,买进,下调,中性,2019-09-26
13592,美国银行,Hologic,中性,上调,买进,2019-09-26
13593,巴克莱,Patterson-UTI初始,中性,定为,中性,2019-09-26
13594,巴克莱,Nabors初始,增持,定为,增持,2019-09-26
13595,巴克莱,Helmerich&Payne初始,增持,定为,增持,2019-09-26
13596,Buckingham,KBHome,买进,维持在,买进,2019-09-26
13597,DADavidson,GlobalNetLease初始,中性,定为,中性,2019-09-26
13598,DADavidson,AmericanFinanceTrust初始,中性,定为,中性,2019-09-26
13599,WilliamBlair,AlexionPharmaceuticals初始,强于大盘,定为,强于大盘,2019-09-26
13600,DADavidson,AdvancedEnergy,中性,上调,买进,2019-09-26
13601,Guggenheim,Five9初始,买进,定为,买进,2019-09-26
13602,富国银行,KBHome,强于大盘,维持在,强于大盘,2019-09-26
13603,富国银行,DXCTechnology,与大盘一致,维持在,与大盘一致,2019-09-26
13604,花旗集团,耐克公司,买进,维持在,买进,2019-09-26
13605,花旗集团,ComtechTeleComm,中性,维持在,中性,2019-09-26
13606,美国银行,Aarons初始,买进,定为,买进,2019-09-26
13607,摩根大通,Carvana初始,中性,定为,中性,2019-09-26
13608,美国银行,伊士曼化工公司初始,买进,定为,买进,2019-09-26
13609,美国银行,塞拉尼斯初始,弱于大盘,定为,弱于大盘,2019-09-26
13610,麦格理,EveriHoldings初始,强于大盘,定为,强于大盘,2019-09-26
13611,Benchmark,Orgenesis初始,投机性买进,定为,投机性买进,2019-09-26
13612,美国银行,Personalis,中性,上调,买进,2019-09-26
13613,摩根大通,EnantaPharmaceuticals,中性,下调,减持,2019-09-26
13614,摩根大通,BeaconRoofingSupply,中性,下调,减持,2019-09-26
13615,巴克莱,HDSupplyHoldings,增持,下调,中性,2019-09-26
13616,WilliamBlair,HDSupplyHoldings,强于大盘,下调,与大盘一致,2019-09-26
13617,瑞银,北美信托银行,买进,下调,中性,2019-09-26
13618,BMOCapital,Macerich,强于大盘,下调,与大盘一致,2019-09-26
13619,美国银行,BrukerCorp,中性,上调,买进,2019-09-26
13620,摩根士丹利,上海蔚来汽车有限公司,增持,下调,中性,2019-09-26
13621,美国银行,PerkinElmer,中性,上调,买进,2019-09-26
13622,美国银行,Timken,中性,下调,弱于大盘,2019-09-26
13623,美国银行,MyriadGenetics,中性,下调,弱于大盘,2019-09-26
13624,高盛,CenovusEnergy,中性,上调,买进,2019-09-26
13625,Oppenheimer,InterpaceDiagnostics初始,强于大盘,定为,强于大盘,2019-09-26
13626,Oppenheimer,EXACTSciences初始,强于大盘,定为,强于大盘,2019-09-26
13627,BMOCapital,BostonBeer,与大盘一致,上调,强于大盘,2019-09-26
13628,Wedbush,DenaliTherapeutics初始,中性,定为,中性,2019-09-26
13629,花旗集团,艾伯维,中性,上调,买进,2019-09-26
13630,贝雅,CrowdStrikeHoldings初始,中性,定为,中性,2019-09-26
13631,富国银行,SquareInc..,与大盘一致,上调,强于大盘,2019-09-26
13632,PiperJaffray,RocketPharmaceuticals初始,增持,定为,增持,2019-09-26
13633,RaymondJames,VeevaSystems,与大盘一致,上调,强于大盘,2019-09-26
13634,摩根大通,惠而浦公司,中性,上调,增持,2019-09-26
13635,野村证券,TradeDesk,减持,上调,中性,2019-09-26
13636,瑞银,EquitransMidstream,中性,上调,买进,2019-09-26
13637,瑞银,EQMMidstreamPartners,中性,上调,买进,2019-09-26
13638,KeyBanc,KBHome,增持,维持在,增持,2019-09-26
13639,大华继显,中国生物制药股票,大华继显将中国生物制药股票评级,下调,持有,2019-09-26
13640,交银国际,太兴集团首次,买进,定为,买进,2019-09-26
13641,Guggenheim,CarMax,买进,维持在,买进,2019-09-25
13642,Guggenheim,耐克公司,买进,维持在,买进,2019-09-25
13643,德银,耐克公司,买进,维持在,买进,2019-09-25
13644,摩根士丹利,EversourceEnergy,中性,维持在,中性,2019-09-25
13645,摩根士丹利,Entergy,中性,维持在,中性,2019-09-25
13646,摩根士丹利,杜克能源,中性,维持在,中性,2019-09-25
13647,摩根士丹利,信达思,减持,维持在,减持,2019-09-25
13648,摩根士丹利,AtmosEnergy,增持,维持在,增持,2019-09-25
13649,摩根士丹利,Aptiv,减持,维持在,减持,2019-09-25
13650,摩根士丹利,美国电力公司,中性,维持在,中性,2019-09-25
13651,摩根士丹利,Ameren,中性,维持在,中性,2019-09-25
13652,摩根士丹利,爱依斯公司,中性,维持在,中性,2019-09-25
13653,摩根士丹利,AutoZone,中性,维持在,中性,2019-09-25
13654,CompassPoint,KushCoHoldings,买进,维持在,买进,2019-09-25
13655,美国富瑞金融集团,ChipotleMexican,持有,维持在,持有,2019-09-25
13656,Needham,耐克公司,买进,维持在,买进,2019-09-25
13657,EvercoreISIGroup,耐克公司,强于大盘,维持在,强于大盘,2019-09-25
13658,BTIGResearch,西联汇款,买进,维持在,买进,2019-09-25
13659,瑞士信贷,美国福陆公司,强于大盘,维持在,强于大盘,2019-09-25
13660,ArgusResearch,Illumina,买进,维持在,买进,2019-09-25
13661,瑞士信贷,信达思,中性,维持在,中性,2019-09-25
13662,Buckingham,AlleghenyTechnologies,中性,维持在,中性,2019-09-25
13663,Buckingham,CarMax,中性,维持在,中性,2019-09-25
13664,ArgusResearch,捷普科技,买进,维持在,买进,2019-09-25
13665,富国银行,DelekUS,强于大盘,维持在,强于大盘,2019-09-25
13666,SandlerO'Neill,AtlanticUnionBankshares,买进,下调,持有,2019-09-25
13667,富国银行,HDSupplyHoldings,强于大盘,维持在,强于大盘,2019-09-25
13668,富国银行,HollyFrontier,与大盘一致,维持在,与大盘一致,2019-09-25
13669,富国银行,ValeroEnergy,强于大盘,维持在,强于大盘,2019-09-25
13670,富国银行,MarathonPetroleum,强于大盘,维持在,强于大盘,2019-09-25
13671,富国银行,PBFEnergy,强于大盘,维持在,强于大盘,2019-09-25
13672,富国银行,Phillips66,强于大盘,维持在,强于大盘,2019-09-25
13673,富国银行,耐克公司,与大盘一致,维持在,与大盘一致,2019-09-25
13674,富国银行,特雷克斯公司,与大盘一致,维持在,与大盘一致,2019-09-25
13675,富国银行,VailResorts,与大盘一致,维持在,与大盘一致,2019-09-25
13676,富国银行,家得宝,强于大盘,维持在,强于大盘,2019-09-25
13677,加皇资本市场,盖璞,与类股一致,维持在,与类股一致,2019-09-25
13678,BMOCapital,美光科技公司,强于大盘,维持在,强于大盘,2019-09-25
13679,加皇资本市场,信达思,强于大盘,维持在,强于大盘,2019-09-25
13680,花旗集团,Upwork,买进,维持在,买进,2019-09-25
13681,花旗集团,SquareInc.,买进,维持在,买进,2019-09-25
13682,花旗集团,Owens-Illinois,中性,维持在,中性,2019-09-25
13683,StifelNicolaus,捷普科技,持有,维持在,持有,2019-09-25
13684,StifelNicolaus,Ingevity,持有,维持在,持有,2019-09-25
13685,StifelNicolaus,EssentialPropsRealty,买进,维持在,买进,2019-09-25
13686,StifelNicolaus,信达思,持有,维持在,持有,2019-09-25
13687,Stephens&Co.,CarMax,增持,维持在,增持,2019-09-25
13688,PiperJaffray,AmerisBancorp,增持,维持在,增持,2019-09-25
13689,PiperJaffray,BylineBancorp,增持,维持在,增持,2019-09-25
13690,Benchmark,康卡斯特初始,买进,定为,买进,2019-09-25
13691,瑞银,耐克公司,中性,维持在,中性,2019-09-25
13692,摩根大通,ChartIndustries初始,中性,定为,中性,2019-09-25
13693,H.C.Wainwright,TurningPointThera初始,买进,定为,买进,2019-09-25
13694,HCWainwright&Co.,Momenta初始,买进,定为,买进,2019-09-25
13695,JanneyCapital,HiltonGrandVacations,买进,下调,中性,2019-09-25
13696,DADavidson,RumbleON初始,买进,定为,买进,2019-09-25
13697,EvercoreISIGroup,StrongbridgeBiopharma初始,强于大盘,定为,强于大盘,2019-09-25
13698,Rosenblatt,Anaplan初始,买进,定为,买进,2019-09-25
13699,高盛,ViperEnergyPartners初始,买进,定为,买进,2019-09-25
13700,B.RileyFBR,TriStateCapital初始,买进,定为,买进,2019-09-25
13701,AtlanticEquities,MSCI明晟初始,中性,定为,中性,2019-09-25
13702,瑞银,Wayfair初始,中性,定为,中性,2019-09-25
13703,Cowen&Co.,UltraClean,强于大盘,下调,与大盘一致,2019-09-25
13704,Cowen&Co.,IchorHoldings,强于大盘,下调,与大盘一致,2019-09-25
13705,PiperJaffray,耐克公司,增持,维持在,增持,2019-09-25
13706,PivotalResearch,耐克公司,买进,维持在,买进,2019-09-25
13707,Stifel,耐克公司,买进,维持在,买进,2019-09-25
13708,RaymondJames,TollBrothers,与大盘一致,上调,强于大盘,2019-09-25
13709,RaymondJames,Lennar,与大盘一致,上调,强于大盘,2019-09-25
13710,RaymondJames,KBHome,与大盘一致,上调,强于大盘,2019-09-25
13711,SunTrustRobinsonHumphrey,BancorpSouthBank,持有,上调,买进,2019-09-25
13712,美国银行,BerryGlobalGroup,中性,上调,买进,2019-09-25
13713,加皇资本市场,威士伯公司,强于大盘,下调,与类股一致,2019-09-25
13714,加皇资本市场,Transocean,强于大盘,下调,与类股一致,2019-09-25
13715,加皇资本市场,NobleCorp,强于大盘,下调,与类股一致,2019-09-25
13716,加皇资本市场,Nabors,强于大盘,下调,与类股一致,2019-09-25
13717,加皇资本市场,IndepndnceContractDrill,强于大盘,下调,与类股一致,2019-09-25
13718,DADavidson,GluMobile初始,买进,定为,买进,2019-09-25
13719,加皇资本市场,DiamondOffshore,强于大盘,下调,与类股一致,2019-09-25
13720,Wedbush,Arvinas初始,强于大盘,定为,强于大盘,2019-09-25
13721,ChardanCapital,MinervaNeurosciences初始,买进,定为,买进,2019-09-25
13722,KeyBanc,2U,增持,维持在,增持,2019-09-25
13723,野村证券,融创中国首次,买进,定为,买进,2019-09-25
13724,大和,九兴控股,持有,上调,买进,2019-09-25
13725,大和资本,中国燃气,持有,上调,强于大盘,2019-09-25
13726,DADavidson,GluMobile初始,买进,定为,买进,2019-09-25
13727,DADavidson,RumbleON初始,买进,定为,买进,2019-09-25
13728,美国富瑞金融集团,武田药品工业初始,买进,定为,买进,2019-09-25
13729,B.Riley,GolarLNG,买进,维持在,买进,2019-09-24
13730,B.Riley,EyePointPharmaceuticals,买进,维持在,买进,2019-09-24
13731,B.Riley,CoeurMining,买进,维持在,买进,2019-09-24
13732,RothCapital,ReebonzHolding,买进,维持在,买进,2019-09-24
13733,花旗集团,Upwork,买进,维持在,买进,2019-09-24
13734,花旗集团,SquareInc.,买进,维持在,买进,2019-09-24
13735,B.RileyFBR,GolarLNG,买进,维持在,买进,2019-09-24
13736,花旗集团,OvidTherapeutics,买进,维持在,买进,2019-09-24
13737,花旗集团,Novavax,买进,维持在,买进,2019-09-24
13738,花旗集团,Kroger,买进,维持在,买进,2019-09-24
13739,花旗集团,HainCelestial,买进,维持在,买进,2019-09-24
13740,花旗集团,DardenRestaurants,买进,维持在,买进,2019-09-24
13741,EvercoreISIGroup,10xGenomics初始,强于大盘,定为,强于大盘,2019-09-24
13742,花旗集团,DollarGeneral,买进,维持在,买进,2019-09-24
13743,花旗集团,卡特彼勒公司,买进,维持在,买进,2019-09-24
13744,花旗集团,BigLots,买进,维持在,买进,2019-09-24
13745,TudorPickering,MarathonOil,买进,下调,持有,2019-09-24
13746,Sidoti&Co.,SpartanMotors,买进,维持在,买进,2019-09-24
13747,德银,百事公司,持有,维持在,持有,2019-09-24
13748,BMOCapital,Switch,强于大盘,维持在,强于大盘,2019-09-24
13749,SunTrustRobinsonHumphrey,AllianceDataSystems,买进,维持在,买进,2019-09-24
13750,SVBLeerink,Insulet,强于大盘,维持在,强于大盘,2019-09-24
13751,SVBLeerink,Ardelyx,强于大盘,维持在,强于大盘,2019-09-24
13752,BTIG,麦当劳,买进,维持在,买进,2019-09-24
13753,DADavidson,NCR,买进,维持在,买进,2019-09-24
13754,ArgusResearch,SempraEnergy,买进,维持在,买进,2019-09-24
13755,SunTrustRobinsonHumphrey,ArthurJGallagher&Co,买进,维持在,买进,2019-09-24
13756,野村证券,HiltonGrandVacations,中性,维持在,中性,2019-09-24
13757,花旗集团,Novavax,买进,维持在,买进,2019-09-24
13758,摩根士丹利,Cloudera,中性,维持在,中性,2019-09-24
13759,摩根士丹利,雅诗兰黛公司,增持,维持在,增持,2019-09-24
13760,JanneyCapital,EagleBancorp(Maryland),买进,下调,中性,2019-09-24
13761,摩根大通,BrinkerInternational,增持,下调,中性,2019-09-24
13762,StifelNicolaus,MRCGlobal,持有,维持在,持有,2019-09-24
13763,StifelNicolaus,AtlasAir,买进,维持在,买进,2019-09-24
13764,花旗集团,卡特彼勒公司,买进,维持在,买进,2019-09-24
13765,富国银行,EWScripps初始,强于大盘,定为,强于大盘,2019-09-24
13766,富国银行,TEGNA初始,与大盘一致,定为,与大盘一致,2019-09-24
13767,富国银行,SinclairBroadcast初始,与大盘一致,定为,与大盘一致,2019-09-24
13768,富国银行,iHeartMedia初始,强于大盘,定为,强于大盘,2019-09-24
13769,PivotalResearch,Netflix,买进,维持在,买进,2019-09-24
13770,花旗集团,OvidTherapeutics,买进,维持在,买进,2019-09-24
13771,AtlanticEquities,RalphLauren,中性,上调,增持,2019-09-24
13772,瑞银,Semgroup,中性,维持在,中性,2019-09-24
13773,富国银行,福斯公司初始,弱于大盘,定为,弱于大盘,2019-09-24
13774,富国银行,Entercom初始,与大盘一致,定为,与大盘一致,2019-09-24
13775,富国银行,Interpublic初始,与大盘一致,定为,与大盘一致,2019-09-24
13776,富国银行,NexstarMedia初始,与大盘一致,定为,与大盘一致,2019-09-24
13777,富国银行,宏盟集团初始,与大盘一致,定为,与大盘一致,2019-09-24
13778,富国银行,WorldWrestling初始,强于大盘,定为,强于大盘,2019-09-24
13779,富国银行,GrayTelevision初始,强于大盘,定为,强于大盘,2019-09-24
13780,富国银行,哥伦比亚广播公司初始,弱于大盘,定为,弱于大盘,2019-09-24
13781,Guggenheim,MiratiTherapeutics,中性,上调,买进,2019-09-24
13782,Oppenheimer,黑石集团,强于大盘,下调,一致,2019-09-24
13783,富国银行,ClearChannelOutdoor初始,强于大盘,定为,强于大盘,2019-09-24
13784,富国银行,华特迪士尼公司初始,强于大盘,定为,强于大盘,2019-09-24
13785,摩根大通,BoozAllenHamilton初始,中性,定为,中性,2019-09-24
13786,摩根大通,CACIInternational初始,中性,定为,中性,2019-09-24
13787,摩根大通,LeidosHoldings初始,中性,定为,中性,2019-09-24
