,Finance company,Public company,Before,Operation,After,Date
20259,EvercoreISIGroup,Facebook,225美元,定为,225美元,2017-12-06
20260,富国银行,应用材料,65.00美元,定为,65.00美元,2017-12-06
20261,摩根士丹利,哥伦比亚公司股票,68.00美元,定为,68.00美元,2017-12-06
20262,瑞士信贷,搜狗,16.30美元,定为,16.30美元,2017-12-04
20263,高盛,美国国际集团,61美元,定为,61美元,2017-12-04
20264,德银,WalgreensBootsAlliance,78.00美元,定为,78.00美元,2017-12-04
20265,德银,McKesson,175.00美元,定为,175.00美元,2017-12-04
20266,德银,CardinalHealth,64.00美元,定为,64.00美元,2017-12-04
20267,德银,CVSHealth,90.00美元,定为,90.00美元,2017-12-04
20268,MarketWatch∶MKM,亚马逊,,上调,1,2017-11-30
20269,StifelNicolaus,高通,65.00美元,上调,75.00美元,2017-11-29
20270,LeerinkSwann,艾尔建,237.00美元,定为,237.00美元,2017-11-27
20271,KeyBanc,奥多比系统,178.00美元,上调,216.00美元,2017-11-22
20272,摩根士丹利,礼来公司,86美元,上调,90美元,2017-11-22
20273,Buckingham,康卡斯特,48.00美元,定为,48.00美元,2017-11-21
20274,巴克莱,腾讯,49美元,上调,59美元,2017-11-21
20275,Needham,趣店,30美元,定为,30美元,2017-11-20
20276,MarketWatch∶Instinet,亚马逊,,上调,1,2017-11-20
20277,BMOCapital,博通,200.00美元,上调,330.00美元,2017-11-20
20278,野村证券,亚马逊,1100.00美元,上调,1360.00美元,2017-11-20
20279,KeyBanc,埃森哲,149.00美元,上调,157.00美元,2017-11-20
20280,BMOCapital,沃尔玛连锁公司,91美元,上调,99美元,2017-11-17
20281,瑞士信贷,PayPalHoldings,74美元,上调,85美元,2017-11-17
20282,美国银行,维亚康姆,44美元,下调,39美元,2017-11-17
20283,美国银行,沃尔玛连锁公司,100美元,上调,120美元,2017-11-17
20284,美国银行,应用材料,76美元,上调,80美元,2017-11-17
20285,CanaccordGenuity,英特尔,41.00美元,上调,41.00美元,2017-11-17
20286,德银,应用材料,52.00美元,上调,65.00美元,2017-11-17
20287,德银,GapInc,24.00美元,上调,27.00美元,2017-11-17
20288,德银,百思买,58.00美元,下调,56.00美元,2017-11-17
20289,Argus,PayPalHoldings,80.00美元,上调,87.00美元,2017-11-17
20290,摩根士丹利,沃尔玛,90.00美元,上调,92.00美元,2017-11-17
20291,摩根士丹利,应用材料,56.00美元,上调,61.00美元,2017-11-17
20292,KeyBanc,沃尔玛,100.00美元,上调,112.00美元,2017-11-17
20293,KeyBanc,PayPalHoldings,80.00美元,上调,85.00美元,2017-11-17
20294,KeyBanc,应用材料,59.00美元,上调,57.00美元,2017-11-17
20295,花旗集团,趣店,38.79美元,定为,38.79美元,2017-11-16
20296,德银,思科,40.00美元,上调,45.00美元,2017-11-16
20297,野村证券,思科,29.00美元,上调,33.00美元,2017-11-16
20298,StifelNicolaus,Target,65.00美元,下调,62.00美元,2017-11-16
20299,KeyBanc,思科,33.00美元,上调,39.00美元,2017-11-16
20300,巴克莱,微博,100美元,上调,120美元,2017-11-16
20301,Oppenheimer,沃尔玛连锁公司,90美元,上调,100美元,2017-11-15
20302,富国银行,苹果公司,195美元,定为,195美元,2017-11-15
20303,摩根大通,京东,52.00美元,下调,50.00美元,2017-11-15
20304,Argus,家得宝,180.00美元,上调,190.00美元,2017-11-15
20305,麦格理,趣店,36美元,定为,36美元,2017-11-14
20306,麦格理,宜人贷,60美元,定为,60美元,2017-11-14
20307,野村证券,京东,49美元,上调,52美元,2017-11-14
20308,富国银行,京东,50美元,上调,52美元,2017-11-14
20309,富国银行,可口可乐,45美元,上调,51美元,2017-11-14
20310,高盛,Kroger,22.00美元,定为,22.00美元,2017-11-14
20311,ChardanCapital,MedTranscriptionBill,2.25美元,上调,2.75美元,2017-11-14
20312,巴克莱,英特尔,45美元,上调,55美元,2017-11-14
20313,CanaccordGenuity,Qualcomm,76美元,上调,83美元,2017-11-14
20314,Jefferies,SquareInc,38美元,上调,44美元,2017-11-14
20315,瑞士信贷,趣店,33美元,定为,33美元,2017-11-13
20316,BMOCapital,梅西百货,36美元,下调,35美元,2017-11-13
20317,BMOCapital,Nordstrom,48美元,下调,44美元,2017-11-13
20318,高盛,联邦快递集团,270美元,定为,270美元,2017-11-13
20319,高盛,联合包裹,148.00美元,定为,148.00美元,2017-11-13
20320,高盛,UnionPacific,103.00美元,定为,103.00美元,2017-11-13
20321,高盛,KansasCitySouthern,109.00美元,定为,109.00美元,2017-11-13
20322,高盛,NorfolkSouthern,126.00美元,定为,126.00美元,2017-11-13
20323,高盛,CSXCorp,45.00美元,定为,45.00美元,2017-11-13
20324,巴克莱,英伟达,200美元,上调,225美元,2017-11-11
20325,美国银行,英伟达,210美元,上调,251美元,2017-11-11
20326,B.Riley,迪士尼,97美元,上调,101美元,2017-11-11
20327,BMOCapital,英伟达,90美元,上调,135美元,2017-11-10
20328,Oppenheimer,SquareInc,35美元,上调,41美元,2017-11-10
20329,LoopCapital,迪士尼,104美元,下调,103美元,2017-11-10
20330,摩根士丹利,星巴克,62美元,上调,67美元,2017-11-10
20331,LoopCapital,英伟达,205美元,上调,235美元,2017-11-10
20332,摩根士丹利,英伟达,210美元,上调,222美元,2017-11-10
20333,瑞银,沃尔玛,85.00美元,上调,91.00美元,2017-11-10
20334,花旗集团,美国电话电报公司股票,52.00美元,上调,54.00美元,2017-11-10
20335,瑞银,微软,82美元,上调,105美元,2017-11-09
20336,瑞士信贷,SquareInc,26美元,上调,31美元,2017-11-09
20337,StandpointResearch,为美国电话电报,40美元,定为,40美元,2017-11-08
20338,美国银行,Snap,17美元,下调,16美元,2017-11-08
20339,摩根大通,Snap,14美元,下调,10美元,2017-11-08
20340,CanaccordGenuity,Snap,15美元,下调,12美元,2017-11-08
20341,瑞士信贷,Snap,20美元,下调,17美元,2017-11-08
20342,德银,英伟达,145美元,上调,190美元,2017-11-08
20343,摩根士丹利,沃尔玛,84.00美元,上调,90.00美元,2017-11-08
20344,Buckingham,Tapestry,48.00美元,上调,50.00美元,2017-11-08
20345,StifelNicolaus,猫途鹰,40.00美元,下调,32.00美元,2017-11-08
20346,StifelNicolaus,Marriott,98.00美元,上调,115.00美元,2017-11-08
20347,Buckingham,MichaelKors,52.00美元,上调,57.00美元,2017-11-07
20348,LeerinkSwann,CVSHealth,90.00美元,下调,85.00美元,2017-11-07
20349,LeerinkSwann,Anthem,245.00美元,上调,300.00美元,2017-11-07
20350,Jefferies,T-MobileUS,83.00美元,上调,77.00美元,2017-11-07
20351,Jefferies,斯普林特,5.50美元,下调,4.50美元,2017-11-07
20352,Jefferies,MicrochipTech,106.00美元,上调,110.00美元,2017-11-07
20353,Jefferies,CVSHealth,86.00美元,下调,76.00美元,2017-11-07
20354,Jefferies,CardinalHealth,77.00美元,下调,67.00美元,2017-11-07
20355,CanaccordGenuity,MichaelKors,58.00美元,上调,67.00美元,2017-11-07
20356,KeyBanc,Lowe's,98.00美元,定为,98.00美元,2017-11-07
20357,Oppenheimer,阿里巴巴,200.00美元,上调,220.00美元,2017-11-06
20358,野村证券,博通,275.00美元,上调,300.00美元,2017-11-06
20359,瑞银,T-MobileUS,80.00美元,下调,70.00美元,2017-11-06
20360,瑞银,斯普林特,9.00美元,下调,7.50美元,2017-11-06
20361,瑞银,高通,58.00美元,下调,53.00美元,2017-11-06
20362,瑞银,Moody's,142.00美元,上调,150.00美元,2017-11-06
20363,瑞银,LBrands,40.00美元,上调,47.00美元,2017-11-06
20364,Argus,苹果公司股票,185.00美元,上调,210.00美元,2017-11-06
20365,Bernstein,苹果,175美元,上调,195美元,2017-11-04
20366,花旗集团,高通,55美元,上调,57美元,2017-11-04
20367,花旗集团,苹果公司,170美元,上调,200美元,2017-11-04
20368,瑞银,苹果公司,180美元,上调,190美元,2017-11-04
20369,摩根士丹利,苹果公司,199美元,上调,200美元,2017-11-04
20370,CanaccordGenuity,苹果公司,180美元,上调,195美元,2017-11-04
20371,Baird,Yelp,37美元,上调,44美元,2017-11-04
20372,Baird,星巴克,70美元,下调,66美元,2017-11-04
20373,野村证券,百胜餐饮集团,85美元,上调,89美元,2017-11-04
20374,LoopCapital,苹果,180美元,上调,200美元,2017-11-04
20375,贝雅,阿里巴巴,190美元,上调,210美元,2017-11-04
20376,贝雅,苹果,175美元,上调,190美元,2017-11-04
20377,瑞士信贷,星巴克,56美元,下调,54美元,2017-11-04
20378,摩根士丹利,荷美尔食品,26.00美元,定为,26.00美元,2017-11-03
20379,摩根士丹利,泰森食品,76.00美元,定为,76.00美元,2017-11-03
20380,富国银行,Target,62.00美元,定为,62.00美元,2017-11-03
20381,CanaccordGenuity,高通公司,70美元,上调,76美元,2017-11-03
20382,瑞士信贷,Yelp,48美元,上调,51美元,2017-11-03
20383,瑞士信贷,Facebook,235美元,下调,230美元,2017-11-03
20384,巴克莱,Yelp,36美元,上调,43美元,2017-11-03
20385,Oppenheimer,Facebook,195美元,上调,200美元,2017-11-03
20386,巴克莱,Facebook,200美元,上调,215美元,2017-11-03
20387,摩根士丹利,Facebook,195美元,上调,200美元,2017-11-02
20388,野村证券,通用汽车,43美元,上调,46美元,2017-11-02
20389,BMOCapital,雅诗兰黛,107.00美元,上调,126.00美元,2017-11-02
20390,KeyBanc,Facebook,200.00美元,上调,220.00美元,2017-11-02
20391,KeyBanc,雅诗兰黛,115.00美元,上调,135.00美元,2017-11-02
20392,大和资本市场,中通快递,18.50美元,定为,18.50美元,2017-11-02
20393,花旗集团,卡夫亨氏,90.00美元,下调,82.00美元,2017-11-02
20394,花旗集团,Facebook,200.00美元,上调,210.00美元,2017-11-02
20395,Susquehanna,Tapestry,50.00美元,定为,50.00美元,2017-11-02
20396,Susquehanna,蒂芙尼,100.00美元,定为,100.00美元,2017-11-02
20397,花旗集团,雅诗兰黛,111.00美元,上调,128.00美元,2017-11-02
20398,花旗集团,高露洁棕榄,76.00美元,下调,75.00美元,2017-11-02
20399,摩根大通,万事达卡,152.00美元,上调,160.00美元,2017-11-01
20400,摩根大通,美国银行,27.50美元,上调,28.50美元,2017-11-01
20401,KeyBanc,万事达卡,165.00美元,上调,170.00美元,2017-11-01
20402,Buckingham,UnderArmour,14.00美元,下调,10.00美元,2017-11-01
20403,Buckingham,家乐氏,79.00美元,下调,74.00美元,2017-11-01
20404,Buckingham,康明斯,180.00美元,上调,195.00美元,2017-11-01
20405,巴克莱,阿里巴巴集团,200美元,上调,220美元,2017-11-01
20406,Buckingham,雷神,199美元,上调,204美元,2017-11-01
20407,Oppenheimer,微软,80美元,上调,92美元,2017-11-01
20408,Oppenheimer,携程旅行网,62美元,下调,58美元,2017-11-01
20409,Oppenheimer,百度,250美元,上调,295美元,2017-11-01
20410,BMOCapital,默克公司,70美元,下调,68美元,2017-10-31
20411,"MarketWatch:苹果开盘或创纪录高点,又一位分析师",其,,上调,200美元,2017-10-31
20412,花旗集团,梅西百货,21.00美元,下调,16.00美元,2017-10-31
20413,花旗集团,国民油井华高,36.00美元,下调,35.00美元,2017-10-31
20414,花旗集团,奥驰亚,80.00美元,下调,75.00美元,2017-10-31
20415,花旗集团,J.C.Penney,4.00美元,下调,3.00美元,2017-10-31
20416,花旗集团,固特异,38.00美元,下调,36.00美元,2017-10-31
20417,花旗集团,雪佛龙,118.00美元,上调,128.00美元,2017-10-31
20418,瑞银,美泰,22.00美元,下调,18.00美元,2017-10-31
20419,摩根士丹利,华特迪士尼,130.00美元,下调,120.00美元,2017-10-31
20420,摩根士丹利,福特汽车,9.00美元,上调,10.00美元,2017-10-31
20421,摩根士丹利,高露洁棕榄,84.00美元,下调,83.00美元,2017-10-31
20422,KeyBanc,泰森食品,82.00美元,定为,82.00美元,2017-10-31
20423,花旗集团,微软,74美元,上调,79美元,2017-10-30
20424,花旗集团,Alphabet,1180美元,上调,1200美元,2017-10-30
20425,花旗集团,福特汽车,12美元,上调,13美元,2017-10-30
20426,花旗集团,雪佛龙,118美元,上调,128美元,2017-10-30
20427,花旗集团,亚马逊,1200美元,上调,1250美元,2017-10-30
20428,Bernstein,波音公司,303美元,上调,310美元,2017-10-30
20429,Jefferies,通用汽车公司,36美元,上调,40美元,2017-10-30
20430,Jefferies,福特汽车公司,12美元,上调,13美元,2017-10-30
20431,摩根大通,百度,230美元,下调,225美元,2017-10-30
20432,摩根大通,Twitter,16美元,上调,20美元,2017-10-30
20433,瑞银,唯品会,9.00美元,定为,9.00美元,2017-10-30
20434,瑞银,亚马逊公司,"1,200美元",上调,1,2017-10-28
20435,CanaccordGenuity,亚马逊公司,"1,200美元",上调,1,2017-10-28
20436,LoopCapital,英特尔,45美元,上调,49美元,2017-10-28
20437,LoopCapital,亚马逊公司,"1,200美元",上调,1,2017-10-28
20438,BMOCapital,Twitter,17美元,上调,22美元,2017-10-28
20439,BMOCapital,微软,86美元,上调,94美元,2017-10-28
20440,BMOCapital,英特尔,34美元,上调,37美元,2017-10-28
20441,BMOCapital,Alphabet,970美元,上调,1,2017-10-28
20442,Oppenheimer,AlphabetInc.,"1,050美元",上调,1,2017-10-28
20443,Oppenheimer,亚马逊,"1,135美元",上调,1,2017-10-28
20444,巴克莱,Twitter,16美元,上调,18美元,2017-10-28
20445,巴克莱,微软,82美元,上调,89美元,2017-10-28
20446,巴克莱,亚马逊,1150美元,上调,1210美元,2017-10-28
20447,富国银行,Twitter,16.00美元,上调,19.00美元,2017-10-27
20448,PivotalResearch,IBM,180.00美元,定为,180.00美元,2017-10-27
20449,花旗集团,微软,74.00美元,上调,79.00美元,2017-10-27
20450,花旗集团,Alphabet,1180.00美元,上调,1200.00美元,2017-10-27
20451,花旗集团,亚马逊,1200.00美元,上调,1250.00美元,2017-10-27
20452,StifelNicolaus,联合包裹服务,103.00美元,上调,112.00美元,2017-10-27
20453,StifelNicolaus,微软,85.00美元,上调,90.00美元,2017-10-27
20454,StifelNicolaus,亚马逊,1100.00美元,上调,1313.00美元,2017-10-27
20455,StifelNicolaus,Alphabet,1075.00美元,上调,1150.00美元,2017-10-27
20456,瑞士信贷,可口可乐公司,50美元,上调,51美元,2017-10-27
20457,StifelNicolaus,Twitter,12美元,上调,17美元,2017-10-27
20458,Argus,卡特彼勒,130美元,上调,155美元,2017-10-27
20459,LoopCapital,Netflix,242美元,下调,237美元,2017-10-26
20460,CanaccordGenuity,波音,245.00美元,上调,250.00美元,2017-10-26
20461,摩根士丹利,Visa,125.00美元,上调,126.00美元,2017-10-26
20462,摩根士丹利,可口可乐,47.00美元,上调,48.00美元,2017-10-26
20463,花旗集团,通用汽车,53美元,上调,60美元,2017-10-26
20464,BMOCapital,通用汽车,41美元,上调,48美元,2017-10-26
20465,瑞士信贷,麦当劳,170美元,上调,178美元,2017-10-26
20466,瑞士信贷,AdvancedMicroDevices,,上调,12.00美元,2017-10-26
20467,德银,美国电话电报公司,41美元,下调,38美元,2017-10-26
20468,德银,通用汽车,51美元,上调,52美元,2017-10-26
20469,加皇资本市场,通用汽车,44美元,上调,51美元,2017-10-26
20470,野村证券,麦当劳,181美元,下调,180美元,2017-10-25
20471,野村证券,德州仪器,80美元,上调,90美元,2017-10-25
20472,LoopCapital,AdvancedMicroDevices,14美元,下调,13美元,2017-10-25
20473,Baird,德州仪器,85.00美元,上调,100.00美元,2017-10-25
20474,Baird,美国电话电报公司,43.00美元,下调,42.00美元,2017-10-25
20475,Baird,麦当劳,170.00美元,上调,175.00美元,2017-10-25
20476,Baird,卡特彼勒,130.00美元,上调,140.00美元,2017-10-25
20477,瑞银,卡特彼勒,140.00美元,上调,155.00美元,2017-10-25
20478,汇丰,苹果公司股票,193.00美元,定为,193.00美元,2017-10-25
20479,Argus,奥多比系统,170.00美元,上调,195.00美元,2017-10-25
20480,Argus,3M,220.00美元,上调,260.00美元,2017-10-25
20481,StifelNicolaus,联合技术,122.00美元,上调,124.00美元,2017-10-25
20482,StifelNicolaus,德州仪器,85.00美元,上调,98.00美元,2017-10-25
20483,StifelNicolaus,洛克希德-马丁,320.00美元,上调,340.00美元,2017-10-25
20484,StifelNicolaus,卡特彼勒,125.00美元,上调,145.00美元,2017-10-25
20485,StifelNicolaus,3M,220.00美元,上调,244.00美元,2017-10-25
20486,Argus,NorwegianCruiseLine,68.00美元,定为,68.00美元,2017-10-25
20487,美国银行,金佰利,123美元,下调,120美元,2017-10-25
20488,摩根士丹利,宝洁,91美元,下调,90美元,2017-10-24
20489,摩根士丹利,波音,260美元,上调,285美元,2017-10-24
20490,富国银行,金佰利,121.00美元,下调,117.00美元,2017-10-24
20491,富国银行,孩之宝,100.00美元,下调,95.00美元,2017-10-24
20492,瑞信,惠而浦,206.00美元,下调,187.00美元,2017-10-24
20493,Guggenheim,新基,160.00美元,定为,160.00美元,2017-10-24
20494,Guggenheim,Biogen,402.00美元,定为,402.00美元,2017-10-24
20495,美国银行,杜克能源,92.00美元,定为,92.00美元,2017-10-24
20496,德银,猫途鹰,40.00美元,下调,37.00美元,2017-10-24
20497,德银,Expedia,175.00美元,下调,171.00美元,2017-10-24
20498,德银,亚马逊,1175.00美元,上调,1192.00美元,2017-10-24
20499,花旗集团,金佰利,131.00美元,下调,125.00美元,2017-10-24
20500,Stephens&Co.,国际纸业,60.00美元,定为,60.00美元,2017-10-24
20501,LeerinkSwann,百时美施贵宝,61美元,上调,72美元,2017-10-24
20502,瑞士信贷,霍尼韦尔,141美元,上调,150美元,2017-10-23
20503,摩根士丹利,斯伦贝谢公司,90美元,下调,81美元,2017-10-23
20504,花旗集团,强生公司,140美元,上调,149美元,2017-10-23
20505,花旗集团,通用电气,31美元,下调,28美元,2017-10-23
20506,摩根士丹利,Roku,22美元,定为,22美元,2017-10-23
20507,瑞银,BallCorp,50.00美元,定为,50.00美元,2017-10-23
20508,PiperJaffray,新基,133.00美元,定为,133.00美元,2017-10-23
20509,美国银行,Verizon,50美元,上调,52美元,2017-10-21
20510,瑞银,ChipotleMexican,380美元,下调,345美元,2017-10-20
20511,富国银行,PayPalHoldings,65.00美元,上调,70.00美元,2017-10-20
20512,富国银行,美国德事隆,54.00美元,上调,59.00美元,2017-10-20
20513,花旗集团,美国德事隆,54.00美元,上调,61.00美元,2017-10-20
20514,花旗集团,PayPalHoldings,77.00美元,上调,78.00美元,2017-10-20
20515,花旗集团,菲利普莫里斯,125.00美元,下调,117.00美元,2017-10-20
20516,花旗集团,美国铝业,53.00美元,上调,55.00美元,2017-10-20
20517,摩根士丹利,Visa,114.00美元,上调,125.00美元,2017-10-20
20518,摩根士丹利,美国联合美国大陆控股,73.00美元,下调,68.00美元,2017-10-20
20519,摩根士丹利,PayPalHoldings,76.00美元,上调,77.00美元,2017-10-20
20520,LoopCapital,PayPalHoldings,57.00美元,上调,67.00美元,2017-10-20
20521,BTIGResearch,PayPalHoldings,70.00美元,上调,81.00美元,2017-10-20
20522,Jefferies,通用磨坊,56.00美元,定为,56.00美元,2017-10-20
20523,巴克莱,百度,210美元,上调,250美元,2017-10-20
20524,美国银行,美国运通,102美元,上调,106美元,2017-10-20
20525,美国银行,奥多比系统,184美元,上调,213美元,2017-10-20
20526,花旗集团,雅培,53美元,上调,59美元,2017-10-20
20527,摩根士丹利,eBay,33美元,上调,34美元,2017-10-20
20528,摩根士丹利,美国运通,89美元,上调,97美元,2017-10-20
20529,摩根士丹利,雅培,53美元,上调,60美元,2017-10-20
20530,BMOCapital,辉瑞制药,37美元,上调,39美元,2017-10-19
20531,BMOCapital,奥多比,165美元,上调,187美元,2017-10-19
20532,BMOCapital,雅培制药,53美元,上调,58美元,2017-10-19
20533,瑞银,美光科技,39.50美元,上调,53美元,2017-10-19
20534,瑞士信贷,强生公司,147美元,上调,154美元,2017-10-19
20535,瑞士信贷,美国运通,79美元,上调,84美元,2017-10-19
20536,PiperJaffray,PattersonCos,41.00美元,定为,41.00美元,2017-10-19
20537,瑞银,贝克休斯,36.00美元,定为,36.00美元,2017-10-19
20538,巴克莱,百胜餐饮集团,74美元,上调,78美元,2017-10-19
20539,巴克莱,摩根士丹利,48美元,上调,52美元,2017-10-19
20540,巴克莱,麦当劳,173美元,上调,182美元,2017-10-19
20541,巴克莱,强生公司,140美元,上调,148美元,2017-10-19
20542,巴克莱,IBM,132美元,上调,133美元,2017-10-19
20543,巴克莱,博通,290美元,上调,300美元,2017-10-19
20544,CanaccordGenuity,波音,235美元,上调,245美元,2017-10-19
20545,Buckingham,摩根士丹利,54美元,上调,57美元,2017-10-18
20546,Buckingham,高盛,243美元,上调,250美元,2017-10-18
20547,BMOCapital,Take-TwoInteractive,100美元,上调,125美元,2017-10-18
20548,BMOCapital,摩根士丹利,61美元,上调,69美元,2017-10-18
20549,BMOCapital,强生公司,145美元,上调,152美元,2017-10-18
20550,BMOCapital,IBM,167美元,上调,170美元,2017-10-18
20551,BMOCapital,高盛,202美元,上调,217美元,2017-10-18
20552,BMOCapital,eBay,36美元,上调,40美元,2017-10-18
20553,瑞士信贷,Yelp,40美元,上调,48美元,2017-10-18
20554,瑞士信贷,卡特彼勒,133美元,上调,146美元,2017-10-18
20555,高盛,保德信金融,114美元,定为,114美元,2017-10-18
20556,高盛,大都会保险,61美元,定为,61美元,2017-10-18
20557,花旗集团,Visa,115.00美元,上调,124.00美元,2017-10-18
20558,花旗集团,PayPalHoldings,67.00美元,上调,77.00美元,2017-10-18
20559,花旗集团,MarathonPetroleum,67.00美元,上调,69.00美元,2017-10-18
20560,花旗集团,万事达卡,157.00美元,上调,167.00美元,2017-10-18
20561,花旗集团,百时美施贵宝,55.00美元,上调,72.00美元,2017-10-18
20562,摩根士丹利,西方石油,62.00美元,上调,66.00美元,2017-10-18
20563,摩根士丹利,NobleEnergy,34.00美元,上调,36.00美元,2017-10-18
20564,摩根士丹利,MarathonOil,12.00美元,上调,15.00美元,2017-10-18
20565,摩根士丹利,强生公司股票,140.00美元,上调,145.00美元,2017-10-18
20566,摩根士丹利,赫世公司股票,43.00美元,上调,49.00美元,2017-10-18
20567,摩根士丹利,高盛,265.00美元,上调,287.00美元,2017-10-18
20568,摩根士丹利,埃克森美孚,81.00美元,上调,85.00美元,2017-10-18
20569,摩根士丹利,EOGResources,106.00美元,上调,116.00美元,2017-10-18
20570,摩根士丹利,艺电,128.00美元,下调,126.00美元,2017-10-18
20571,摩根士丹利,DXCTechnology,86.00美元,上调,104.00美元,2017-10-18
20572,摩根士丹利,戴文能源,42.00美元,上调,48.00美元,2017-10-18
20573,摩根士丹利,康菲石油,45.00美元,上调,48.00美元,2017-10-18
20574,摩根士丹利,ConchoResources,152.00美元,上调,155.00美元,2017-10-18
20575,摩根士丹利,Cimarex,138.00美元,上调,168.00美元,2017-10-18
20576,摩根士丹利,雪佛龙,120.00美元,上调,130.00美元,2017-10-18
20577,摩根士丹利,CabotOil&Gas,31.00美元,上调,33.00美元,2017-10-18
20578,摩根士丹利,ApacheCorp,45.00美元,上调,46.00美元,2017-10-18
20579,摩根士丹利,AnadarkoPetroleum,52.00美元,上调,55.00美元,2017-10-18
20580,Argus,强生公司股票,145.00美元,上调,165.00美元,2017-10-18
20581,B.Riley,LamResearch,220.00美元,上调,250.00美元,2017-10-18
20582,B.Riley,Groupon,5.50美元,上调,6.30美元,2017-10-18
20583,B.Riley,Cinemark,48.25美元,下调,47.00美元,2017-10-18
20584,B.Riley,AMCEntertainment,32.50美元,下调,30.50美元,2017-10-18
20585,瑞银,IBM,152.00美元,上调,160.00美元,2017-10-18
20586,Baird,Netflix,175美元,上调,190美元,2017-10-18
20587,Baird,Coach,52美元,下调,49美元,2017-10-18
20588,花旗集团,Netflix,205美元,上调,210美元,2017-10-18
20589,瑞士信贷,Netflix,209美元,下调,210美元,2017-10-18
20590,BMOCapital,Netflix,195美元,上调,205美元,2017-10-18
20591,Buckingham,Netflix,214美元,上调,235美元,2017-10-18
20592,野村证券,麦当劳,176美元,上调,183美元,2017-10-18
20593,CanaccordGenuity,和黄中国医药科技,30美元,上调,38美元,2017-10-17
20594,BMOCapital,UniversalHealth,125.00美元,定为,125.00美元,2017-10-17
20595,Bernstein,新基,162.00美元,定为,162.00美元,2017-10-17
20596,PivotalResearch,慧与公司,14.00美元,定为,14.00美元,2017-10-17
20597,Buckingham,派克汉尼汾,205.00美元,定为,205.00美元,2017-10-17
20598,BMOCapital,UnitedHealth,250.00美元,定为,250.00美元,2017-10-17
20599,BMOCapital,Humana,300.00美元,定为,300.00美元,2017-10-17
20600,BMOCapital,信诺保险,210.00美元,定为,210.00美元,2017-10-17
20601,BMOCapital,Centene,120.00美元,定为,120.00美元,2017-10-17
20602,BMOCapital,安泰保险,175.00美元,定为,175.00美元,2017-10-17
20603,LoopCapital,Netflix,228.00美元,上调,242.00美元,2017-10-17
20604,瑞银,Netflix,225.00美元,上调,237.00美元,2017-10-17
20605,StifelNicolaus,Netflix,230.00美元,上调,235.00美元,2017-10-17
20606,瑞银,富国银行,57美元,下调,55美元,2017-10-17
20607,瑞银,美国银行,26美元,上调,27美元,2017-10-17
20608,巴克莱,美国国际集团,74美元,下调,71美元,2017-10-17
20609,贝雅,Mastercard,150美元,上调,170美元,2017-10-17
20610,BMOCapital,富国银行,49美元,上调,50美元,2017-10-16
20611,野村证券,美光科技,45美元,上调,50美元,2017-10-16
20612,野村证券,PayPalHoldings,68美元,上调,75美元,2017-10-16
20613,BMOCapital,美国银行,27美元,上调,29美元,2017-10-16
20614,野村证券,美国银行,28美元,上调,30美元,2017-10-16
20615,MarketWatch∶瑞穗,英伟达,,上调,220美元,2017-10-16
20616,AegisCapital,Netflix,200.00美元,定为,200.00美元,2017-10-16
20617,KeyBanc,百世物流,16.00美元,定为,16.00美元,2017-10-16
20618,巴克莱,华特迪士尼,98美元,下调,94美元,2017-10-14
20619,巴克莱,摩根大通,100美元,上调,105美元,2017-10-14
20620,巴克莱,苹果公司,146美元,上调,161美元,2017-10-14
20621,美国富瑞金融集团,PayPalHoldings,70美元,上调,80美元,2017-10-14
20622,野村证券,摩根大通,87美元,上调,91美元,2017-10-13
20623,野村证券,花旗集团,80美元,上调,81美元,2017-10-13
20624,花旗集团,Netflix,180美元,上调,205美元,2017-10-13
20625,美国银行,SquareInc,31美元,上调,33美元,2017-10-13
20626,美国银行,摩根大通,99美元,上调,102美元,2017-10-13
20627,花旗集团,卡特彼勒,125美元,上调,133美元,2017-10-13
20628,摩根士丹利,摩根大通,99美元,上调,107美元,2017-10-13
20629,摩根士丹利,HP,23.00美元,上调,25.00美元,2017-10-13
20630,摩根士丹利,花旗集团,73美元,上调,79美元,2017-10-13
20631,摩根士丹利,金宝汤,47美元,下调,46美元,2017-10-13
20632,Baird,摩根大通,88.00美元,上调,92.00美元,2017-10-13
20633,KeyBanc,史丹利百得,160.00美元,上调,185.00美元,2017-10-13
20634,BMOCapital,沃尔玛连锁,80.00美元,上调,91.00美元,2017-10-13
20635,瑞银,卡夫亨氏,97.00美元,下调,89.00美元,2017-10-13
20636,瑞银,亿滋国际,51.00美元,下调,49.00美元,2017-10-13
20637,BMOCapital,花旗集团,65.00美元,上调,67.00美元,2017-10-13
20638,LoopCapital,美光科技,48.00美元,下调,47.00美元,2017-10-13
20639,BMOCapital,摩根大通,86.00美元,上调,91.00美元,2017-10-13
20640,Stephens&Co.,Visa,125.00美元,定为,125.00美元,2017-10-13
20641,Stephens&Co.,万事达卡,166.00美元,定为,166.00美元,2017-10-13
20642,瑞银,艾伯维,92.00美元,上调,95.00美元,2017-10-13
20643,巴克莱,美光科技,40美元,上调,60美元,2017-10-13
20644,巴克莱,贝莱德,500美元,上调,520美元,2017-10-13
20645,StifelNicolaus,Netflix,200.00美元,上调,230.00美元,2017-10-12
20646,瑞士信贷,DowDuPont,73.00美元,上调,79.00美元,2017-10-12
20647,摩根大通,联合包裹,113.00美元,上调,114.00美元,2017-10-12
