,content,date
21756,美国银行将Sherwin-Williams评级从弱于大盘上调至买进 >SHW,2017-10-05
21757,Pivotal Research将VF Corp 初始评级定为买进 >VFC,2017-10-05
21758,Pivotal Research将Under Armour初始评级定为持有 >UA,2017-10-05
21759,Pivotal Research将Nike初始评级定为持有 >NKE,2017-10-05
21760,PiperJaffray将Coach 评级从增持下调至中性 >COH,2017-10-05
21761,Compass Point将Navient评级从买进下调至中性 >NAVI,2017-10-05
21762,Oppenheimer将Gilead Sciences初始评级定为一致 >GILD,2017-10-05
21763,Stephens & Co.将PNC Financial评级从增持下调至中性 >PNC,2017-10-05
21764,Stephens & Co.将BB&T评级从中性上调至增持 >BBT,2017-10-05
21765,德银将DowDuPont初始评级定为买进 >DWDP,2017-10-05
21766,德银将西部数据评级从买进下调至持有 >WDC,2017-10-05
21767,Oppenheimer将CarMax评级从强于大盘下调至一致 >KMX,2017-10-05
21768,Baird将UDR Inc评级从中性上调至强于大盘 >UDR,2017-10-05
21769,Baird将AmerisourceBergen评级从中性上调至强于大盘>ABC,2017-10-05
21770,Canaccord Genuity将微软评级从持有上调至买进 >MSFT,2017-10-05
21771,摩根士丹利将T Rowe Price评级从减持上调至中性 >TROW,2017-10-05
21772,摩根士丹利将新基评级从中性下调至减持 >CELG,2017-10-05
21773,摩根士丹利将Biogen评级从中性上调至增持 >BIIB,2017-10-05
21774,巴克莱将网易公司初始评级定为中性 >NTES,2017-10-04
21775,PiperJaffray将甲骨文初始评级定为增持 >ORCL,2017-10-04
21776,高盛将卡夫亨氏评级从买进下调至中性 >KHC,2017-10-04
21777,花旗集团将哥伦比亚广播公司股票评级维持为买进 >CBS,2017-10-04
21778,德银将Marsh & McLennan评级从买进下调至持有 >MMC,2017-10-04
21779,德银将Arthur J Gallagher & Co评级从买进下调至持有 >AJG,2017-10-04
21780,Raymond James将Advance Auto Parts评级从强烈建议买进下调至与大盘一致>AAP,2017-10-04
21781,花旗集团将Union Pacific评级从买进下调至中性 >UNP,2017-10-04
21782,MKM Partners将Lennar评级从中性上调至买进 >LEN,2017-10-04
21783,Stifel Nicolaus将Waste Management评级从买进下调至持有>WM,2017-10-04
21784,Stifel Nicolaus将Republic Services评级从买进下调至持有>RSG,2017-10-04
21785,野村证券将特斯拉初始评级定为买进 >TSLA,2017-10-04
21786,巴克莱将Activision Blizzard 初始评级定为中性 >ATVI,2017-10-04
21787,Wolfe Research将Coach评级从强于大盘下调至与大盘一致 >COH,2017-10-03
21788,美国银行将雪佛龙公司评级维持为买进 >CVX,2017-10-03
21789,Oppenheimer将Gap评级维持为强于大盘 >GPS,2017-10-03
21790,美国银行将通用汽车评级从中性上调至买进 >GM,2017-10-03
21791,Vertical Research将CSRA评级从持有下调至卖出 >CSRA,2017-10-03
21792,瑞银将施乐初始评级定为中性 >XRX,2017-10-03
21793,Susquehanna将埃森哲评级从正面下调至中性 >ACN,2017-10-03
21794,BMO Capital将CH Robinson Worldwide评级从强于大盘下调至与大盘一致>CHRW,2017-10-03
21795,瑞士信贷将汽车之家初始评级定为强于大盘 >ATHM,2017-10-03
21796,瑞士信贷将畅游初始评级定为中性 >CYOU,2017-10-03
21797,Stifel Nicolaus将百胜餐饮初始评级定为买进 >YUM,2017-10-03
21798,Stifel Nicolaus将Darden Restaurants初始评级定为买进 >DRI,2017-10-03
21799,Stifel Nicolaus将Chipotle Mexican初始评级定为持有 >CMG,2017-10-03
21800,Susquehanna将美高梅国际酒店集团评级从正面下调至中性 >MGM,2017-10-03
21801,高盛将Marathon Petroleum 评级从买进下调至中性 >MPC,2017-10-03
21802,高盛将Phillips 66 评级从中性上调至买进 >PSX,2017-10-03
21803,* 瑞士信贷将法国兴业银行评级从中性下调至弱于大盘>SCGLY,2017-10-03
21804,* 瑞士信贷将爱立信评级从中性下调至弱于大盘 >ERIC,2017-10-03
21805,* 标准普尔将东芝公司评级移出观察名单，评级展望为负面>TOSYY,2017-10-03
21806,摩根士丹利将通用电气公司评级维持为中性 >GE,2017-10-03
21807,摩根士丹利将Facebook评级维持为增持 >FB,2017-10-03
21808,Craig-Hallum将希捷评级从持有上调至买进 >STX,2017-10-02
21809,Buckingham将Visa初始评级定为买进 >V,2017-10-02
21810,Buckingham将PayPal Holdings初始评级定为买进 >PYPL,2017-10-02
21811,Buckingham将万事达卡初始评级定为买进 >MA,2017-10-02
21812,Buckingham将Global Payments初始评级定为买进 >GPN,2017-10-02
21813,Buckingham将Capital One初始评级定为买进 >COF,2017-10-02
21814,Buckingham将Discover Financial初始评级定为买进 >DFS,2017-10-02
21815,Buckingham将美国运通初始评级定为中性 >AXP,2017-10-02
21816,富国银行将思杰系统评级从与大盘一致上调至强于大盘>CTXS,2017-10-02
21817,美国银行将US Bancorp评级从中性下调至弱于大盘 >USB,2017-10-02
21818,Baird将西部数据评级从强于大盘下调至中性 >WDC,2017-10-02
21819,瑞银将Tractor Supply评级从买进下调至中性 >TSCO,2017-10-02
21820,BMO Capital将Micron Technology初始评级定为与大盘一致>MU,2017-10-02
21821,摩根士丹利将Union Pacific评级从增持下调至中性 >UNP,2017-10-02
21822,Leerink Swann将AbbVie评级从与大盘一致上调至强于大盘>abbv,2017-10-02
21823,美国银行将Citizens Financial Group评级从买进下调至弱于大盘>CFG,2017-10-02
21824,Baird将Zions Bancorp评级从中性下调至弱于大盘>ZION,2017-10-02
21825,Baird将Fifth Third Bancorp评级从中性下调至弱于大盘>FITB,2017-10-02
21826,瑞银将美国国际集团评级维持为中性 >AIG,2017-10-02
21827,花旗集团将TechnipFMC评级从中性上调至买进 >FTI,2017-10-02
21828,瑞银将HCP Inc 评级从中性下调至卖出 >HCP,2017-10-02
21829,汇丰将蒂芙尼评级从持有上调至买进 >TIF,2017-10-02
21830,Longbow Research 将Nucor 评级从买进下调至中性 >NUE,2017-10-02
21831,Jefferies将百事公司评级从买进下调至持有 >PEP,2017-10-02
21832,摩根士丹利将史丹利百得评级从中性上调至增持 >SWK,2017-10-02
21833,摩根士丹利将CSX Corp 评级从中性下调至减持 >CSX,2017-10-02
21834,摩根士丹利将派克汉尼汾公司评级从增持下调至中性 >PH,2017-10-02
21835,德银将雷神评级从持有上调至买进 >RTN,2017-09-29
21836,美国银行将Amphenol评级从中性上调至买进 >APH,2017-09-29
21837,Williams Capital将Scana Corp评级从持有下调至卖出 >SCG,2017-09-29
21838,* 穆迪将吉利汽车评级从Ba2上调至Ba1 >GELYY,2017-09-29
21839,花旗集团将Archer Daniels Midland评级从买进下调至中性>ADM,2017-09-28
21840,花旗集团将Liberty Interactive QVC评级从买进下调至卖出>QCVA,2017-09-28
21841,高盛将伊士曼化工评级从中性上调至买进 >EMN,2017-09-28
21842,高盛将T Rowe Price评级从中性上调至买进 >TROW,2017-09-28
21843,高盛将贝莱德评级从中性上调至买进 >BLK,2017-09-28
21844,DA Davidson将雅诗兰黛初始评级定为中性 >EL,2017-09-28
21845,Longbow Research将麦当劳评级从中性上调至买进 >MCD,2017-09-28
21846,* 标准普尔将中信股份和中信集团评级从A-下调至BBB+>CTPCY,2017-09-28
21847,富国银行将Facebook评级维持为强于大盘 >FB,2017-09-27
21848,富国银行将Alphabet评级维持为强于大盘 >GOOG,2017-09-27
21849,富国银行将耐克公司评级维持为与大盘一致 >NKE,2017-09-27
21850,Canaccord Genuity将耐克公司评级维持为持有 >NKE,2017-09-27
21851,野村证券将耐克公司评级维持为买进 >NKE,2017-09-27
21852,摩根士丹利将美国电话电报公司股票评级维持为中性 >T,2017-09-27
21853,Maxim Group将Darden Restaurants评级从持有上调至买进>DRI,2017-09-27
21854,富国银行将Netflix初始评级定为强于大盘 >NFLX,2017-09-27
21855,富国银行将京东初始评级定为强于大盘 >JD,2017-09-27
21856,富国银行将百度初始评级定为强于大盘 >BIDU,2017-09-27
21857,KeyBanc将SBA Communications评级从与类股一致上调至增持>SBAC,2017-09-27
21858,Canaccord Genuity将Michael Kors评级从持有上调至买进>KORS,2017-09-27
21859,更正∶Raymond James将花旗评级从与大盘一致下调至弱于大盘>INTU,2017-09-27
21860,Raymond James将Walgreens Boots Alliance评级从强于大盘下调至与大盘一致 >WBA,2017-09-27
21861,Baird将Darden Restaurants评级从中性上调至强于大盘 >DRI,2017-09-27
21862,Evercore ISI Group将PG&E评级从买进下调至与大盘一致>PCG,2017-09-26
21863,Evercore ISI Group将Consolidated Edison评级从与大盘一致下调至弱于大盘>ED,2017-09-26
21864,瑞银将Discovery Communications评级从卖出上调至中性>DISCA,2017-09-26
21865,花旗集团将Aflac评级从中性下调至卖出 >AFL,2017-09-26
21866,汇丰将DowDuPont 初始评级定为持有 >DWDP,2017-09-26
21867,德银将PNC Financial评级从买进下调至持有 >PNC,2017-09-26
21868,摩根大通将Duke Realty评级从增持下调至中性 >DRE,2017-09-26
21869,Cowen & Co.将奥驰亚评级从与大盘一致上调至强于大盘>MO,2017-09-26
21870,德银将摩根大通评级从买进下调至持有 >JPM,2017-09-26
21871,麦格理将美国航空公司初始评级定为中性 >AAL,2017-09-26
21872,麦格理将美国联合美国大陆控股初始评级定为中性 >UAL,2017-09-26
21873,麦格理将美国西南航空初始评级定为强于大盘 >LUV,2017-09-26
21874,麦格理将达美航空初始评级定为强于大盘 >DAL,2017-09-26
21875,* RBC将道达尔评级从强于大盘下调至与类股一致 >TOT,2017-09-26
21876,美国银行将通用电气旗下贝克休斯初始评级定为弱于大盘 >BHGE,2017-09-25
21877,Cowen & Co.将Delphi Automotive初始评级定为强于大盘>DLPH,2017-09-25
21878,美国银行将新东方教育评级从中性上调至买进 >EDU,2017-09-25
21879,Evercore ISI Group将Prologis评级从强于大盘下调至与大盘一致>PLD,2017-09-25
21880,Evercore ISI Group将HCP Inc评级从弱于大盘上调至与大盘一致,2017-09-25
21881,Evercore ISI Group将AvalonBay评级从与大盘一致上调至强于大盘>AVB,2017-09-25
21882,Stifel Nicolaus将Anadarko Petroleum评级维持为买进 >APC,2017-09-25
21883,德银将通用汽车评级从持有上调至买进 >GM,2017-09-25
21884,瑞银将艾伯维评级从买进下调至中性 >ABBV,2017-09-25
21885,摩根士丹利将高露洁棕榄评级从中性上调至增持 >CL,2017-09-25
21886,* 德银将英美资源集团评级从持有下调至卖出 >NGLOY,2017-09-25
21887,Barclays将PSE&G评级从中性上调至增持 >PEG,2017-09-22
21888,William Blair将Digital Realty初始评级定为与大盘一致>DLR,2017-09-22
21889,PiperJaffray将苹果公司股票评级维持为增持 >AAPL,2017-09-22
21890,美国银行将Ventas评级从买进下调至中性 >VTR,2017-09-22
21891,美国银行将HCP Inc评级从买进下调至中性 >HCP,2017-09-22
21892,花旗集团将Ansys初始评级定为中性 >ANSS,2017-09-22
21893,富国银行将Equifax评级从与大盘一致上调至强于大盘>EFX,2017-09-22
21894,高盛将蒂芙尼评级从买进下调至中性 >TIF,2017-09-22
21895,富国银行将Becton Dickinson初始评级定为强于大盘 >BDX,2017-09-22
21896,Berenberg将美国铝业评级从买进下调至持有 >AA,2017-09-22
21897,Cowen & Co.将US Steel评级从与大盘一致下调至弱于大盘 >X,2017-09-22
21898,巴克莱将美国航空公司评级从中性上调至增持 >AAL,2017-09-22
21899,中国早间财经简报∶标普将中国评级下调至A+，展望为稳定,2017-09-22
21900,摩根士丹利将通用汽车评级维持为增持 >GM,2017-09-21
21901,摩根士丹利将通用磨坊评级维持为中性 >GIS,2017-09-21
21902,富国银行将联邦快递集团评级维持为强于大盘 >FDX,2017-09-21
21903,美国银行将Sealed Air评级从中性上调至买进 >SEE,2017-09-21
21904,摩根士丹利将Henry Schein 初始评级定为中性 >HSIC,2017-09-21
21905,摩根士丹利将Patterson Cos 初始评级定为中性 >PDCO,2017-09-21
21906,Raymond James将Biogen评级从强烈建议买进下调至与大盘一致>BIIB,2017-09-21
21907,Buckingham将Netflix初始评级定为买进 >NFLX,2017-09-21
21908,Argus将Brighthouse Financial初始评级定为持有 >BHF,2017-09-21
21909,* 惠誉将碧桂园评级从BB+上调至BBB-，评级展望稳定,2017-09-21
21910,高盛将强生公司股票评级从中性下调至卖出 >JNJ,2017-09-20
21911,Buckingham将Activision Blizzard初始评级定为买进 >ATVI,2017-09-20
21912,Buckingham将艺电初始评级定为买进 >EA,2017-09-20
21913,SunTrust Robinson Humphrey将Biogen初始评级定为买进>BIIB,2017-09-20
21914,Raymond James将美国航空公司股票评级从与大盘一致上调至强于大盘>AAL,2017-09-20
21915,Raymond James将美国联合美国大陆控股评级从强于大盘下调至与大盘一致>UAL,2017-09-20
21916,Raymond James将美国西南航空评级从与大盘一致上调至强于大盘>LUV,2017-09-20
21917,瑞士信贷将Progressive评级从弱于大盘上调至中性 >PGR,2017-09-20
21918,Cowen & Co.将L Brands评级从强于大盘下调至与大盘一致>LB,2017-09-20
21919,Jefferies 将TransDigm 评级从买进下调至持有 >TDG,2017-09-20
21920,Argus将Intuit 初始评级定为买进 >INTU,2017-09-20
21921,摩根大通将都福集团股票评级从中性上调至增持 >DOV,2017-09-20
21922,摩根大通将3M公司股票评级从中性下调至减持 >MMM,2017-09-20
21923,摩根大通将Roper Technologies评级从中性上调至增持 >ROP,2017-09-20
21924,巴克莱将Coach初始评级定为中性 >COH,2017-09-20
21925,巴克莱将Gap Inc初始评级定为增持 >GPS,2017-09-20
21926,巴克莱将Ralph Lauren初始评级定为减持 >RL,2017-09-20
21927,摩根士丹利将辉瑞公司评级从中性上调至增持 >PFE,2017-09-20
21928,Raymond James将耐克公司评级维持为强于大盘 >NKE,2017-09-19
21929,美国银行将宝洁公司评级维持为买进 >PG,2017-09-19
21930,富国银行将耐克公司评级维持为与大盘一致 >NKE,2017-09-19
21931,花旗集团将Alaska Air Group股票评级维持为中性 >ALK,2017-09-19
21932,摩根士丹利将万事达卡股票评级维持为增持 >MA,2017-09-19
21933,摩根士丹利将都福集团股票评级维持为增持 >DOV,2017-09-19
21934,摩根士丹利将苹果公司股票评级维持为增持 >AAPL,2017-09-19
21935,瑞银将好事达公司股票评级维持为中性 >ALL,2017-09-19
21936,瑞银将美国国际集团股票评级维持为中性 >AIG,2017-09-19
21937,William Blair将Intuit初始评级定为强于大盘 >INTU,2017-09-19
21938,Barclays 将Sealed Air 评级从增持下调至中性 >SEE,2017-09-19
21939,Argus将DowDuPont 初始评级定为买进 >DWDP,2017-09-19
21940,Susquehanna将耐克评级从正面下调至中性 >NKE,2017-09-19
21941,Instinet将Melco Resorts评级从中性上调至买进 >MLCO,2017-09-19
21942,瑞银将NetApp评级从中性上调至买进 >NTAP,2017-09-19
21943,Stifel Nicolaus将Total System Services评级从买进下调至持有>TSS,2017-09-19
21944,RBC Capital将Patterson Cos初始评级定为与类股一致>PDCO,2017-09-19
21945,RBC Capital将AmerisourceBergen初始评级定为与类股一致>ABC,2017-09-19
21946,RBC Capital将Cardinal Health初始评级定为与类股一致>CAH,2017-09-19
21947,RBC Capital将McKesson初始评级定为与类股一致 >MCK,2017-09-19
21948,RBC Capital将Cerner初始评级定为首选股 >CERN,2017-09-19
21949,RBC Capital将Henry Schein初始评级定为与类股一致>HSIC,2017-09-19
21950,RBC Capital将Quintiles IMS Holdings初始评级定为强于大盘>Q,2017-09-19
21951,RBC Capital将C评级从CVS Health目标价定为95.00美元>CVS,2017-09-19
21952,RBC Capital将CVS Health初始评级定为强于大盘 >CVS,2017-09-19
21953,RBC Capital将Walgreens Boots Alliance初始评级定为强于大盘>WBA,2017-09-19
21954,Baird将Acuity Brands评级从强于大盘下调至中性 >AYI,2017-09-19
21955,Baird将McKesson评级从中性上调至强于大盘 >MCK,2017-09-19
21956,富国银行将Under Armour评级从与大盘一致下调至弱于大盘 >UA,2017-09-19
21957,Jefferies将特斯拉初始评级定为弱于大盘 >TSLA,2017-09-19
21958,瑞士信贷将Gap Inc评级从弱于大盘上调至中性 >GPS,2017-09-19
21959,瑞士信贷将时代华纳公司评级从强于大盘下调至中性 >TWX,2017-09-19
21960,Oppenheimer将Michael Kors评级从一致上调至强于大盘 >KORS,2017-09-19
21961,瑞穗将Lennar评级从买进下调至中性 >LEN,2017-09-19
21962,PiperJaffray将家乐氏评级从增持下调至中性 >K,2017-09-19
21963,Imperial Capital将切萨皮克能源公司初始评级定为与大盘一致 >CHK,2017-09-19
21964,美国银行将英伟达评级维持为买进 >NVDA,2017-09-19
21965,* 标准普尔将诺斯洛普格拉曼公司的BBB+评级列入负面观察名单>NOC,2017-09-18
21966,摩根士丹利将美国航空公司评级维持为中性 >AAL,2017-09-18
21967,摩根士丹利将Alaska Air Group评级维持为增持 >ALK,2017-09-18
21968,巴克莱将Red Hat评级维持为增持 >RHT,2017-09-18
21969,KeyBanc将PayPal Holdings股票评级维持为增持 >PYPL,2017-09-18
21970,Williams Capital将Scana Corp评级从买进下调至持有 >SCG,2017-09-18
21971,Buckingham将美国联合美国大陆控股评级从买进下调至中性>UAL,2017-09-18
21972,RBC Capital将应用材料评级从与类股一致上调至强于大盘>AMAT,2017-09-18
21973,瑞银将卡特彼勒评级从中性上调至买进 >CAT,2017-09-18
21974,巴克莱将甲骨文评级维持为增持 >ORCL,2017-09-16
21975,摩根大通将DowDuPont初始评级定为增持 >DWDP,2017-09-16
21976,美国富瑞金融集团将甲骨文评级维持为买进 >ORCL,2017-09-16
21977,瑞银将联邦快递评级从买进下调至中性 >FDX,2017-09-15
21978,Argus Research将Equifax评级调低至持有 >EFX,2017-09-15
21979,摩根大通将DowDuPont 初始评级定为增持 >DWDP,2017-09-15
21980,富国银行将Acuity Brands评级从强于大盘下调至与大盘一致>AYI,2017-09-15
21981,RBC Capital将Regeneron Pharma初始评级定为与类股一致 >REGN,2017-09-15
21982,RBC Capital将Incyte初始评级定为与类股一致 >INCY,2017-09-15
21983,RBC Capital将Biogen初始评级定为与类股一致 >BIIB,2017-09-15
21984,RBC Capital将安进公司初始评级定为与类股一致 >AMGN,2017-09-15
21985,RBC Capital将Vertex Pharmaceuticals初始评级定为强于大盘>VRTX,2017-09-15
21986,RBC Capital将Gilead Sciences初始评级定为强于大盘 >GILD,2017-09-15
21987,RBC Capital将Alexion Pharmaceuticals初始评级定为强于大盘>AXLN,2017-09-15
21988,RBC Capital将新基初始评级定为首选股 >CELG,2017-09-15
21989,更正∶CIBC将Freeport-McMoRan初始评级定为强于类股 >FCX,2017-09-15
21990,麦格理将Monster Beverage初始评级定为强于大盘 >MNST,2017-09-15
21991,麦格理将Constellation Brands初始评级定为强于大盘 >STZ,2017-09-15
21992,麦格理将百事公司股票初始评级定为强于大盘 >PEP,2017-09-15
21993,麦格理将高露洁棕榄初始评级定为中性 >CL,2017-09-15
21994,麦格理将宝洁公司股票初始评级定为强于大盘 >PG,2017-09-15
21995,摩根大通将美国西南航空评级从中性上调至增持 >LUV,2017-09-15
21996,摩根大通将美国航空公司评级从增持下调至中性 >AAL,2017-09-15
21997,摩根大通将美国联合美国大陆评级从增持下调至中性 >UAL,2017-09-15
21998,汇丰将摩根士丹利评级从持有上调至买进 >MS,2017-09-15
21999,* 惠誉将旭辉控股集团评级从BB-上调至BB；展望稳定,2017-09-15
22000,Standpoint Research将通用汽车评级从买进下调至持有 >GM,2017-09-15
22001,BMO Capital将卡特彼勒评级维持为强于大盘 >CAT,2017-09-14
22002,Guggenheim将Southern Co.股票评级从中性上调至买进 >SO,2017-09-14
22003,富国银行将Raymond James评级从与大盘一致上调至强于大盘>RJF,2017-09-14
22004,Susquehanna将空气产品公司股票评级从中性上调至正面>APD,2017-09-14
22005,花旗集团将Nucor评级从中性上调至买进 >NUE,2017-09-14
22006,Bernstein将KeyCorp评级从与大盘一致上调至强于大盘>KEY,2017-09-14
22007,Bernstein将Citizens Financial Group评级从与大盘一致上调至强于大盘>CFG,2017-09-14
22008,Bernstein将Huntington Bancshares评级从与大盘一致上调至强于大盘>HBAN,2017-09-14
22009,摩根大通将Apache Corp评级从中性下调至减持 >APA,2017-09-14
22010,DA Davidson将eBay初始评级定为买进 >EBAY,2017-09-14
22011,摩根士丹利将Hertz Global Holdings评级从中性下调至减持 >HTZ,2017-09-14
22012,花旗集团将DowDuPont股票评级维持为买进,2017-09-13
22013,花旗集团将美国航空公司股票评级维持为买进 >AAL,2017-09-13
22014,Buckingham将Ralph Lauren股票评级维持为中性 >RL,2017-09-13
22015,野村证券将DowDuPont股票评级维持为买进,2017-09-13
22016,Susquehanna将Finish Line评级从中性上调至正面 >FINL,2017-09-13
22017,摩根士丹利将EOG Resources评级从中性上调至增持>EOG,2017-09-13
22018,Gordon Haskett 将Nordstrom评级从择机买进下调至持有>JWN,2017-09-13
22019,Cowen & Co.将DowDuPont 评级从与大盘一致上调至强于大盘>DWDP,2017-09-13
22020,Baird 将Rockwell Collins评级从强于大盘下调至中性 >COL,2017-09-13
22021,Berenberg将Molson Coors初始评级定为卖出 >TAP,2017-09-13
22022,Jefferies将露华浓初始评级定为持有 >REV,2017-09-13
22023,高盛将美光科技公司评级从中性上调至买进 >MU,2017-09-13
22024,Loop Capital将亚马逊公司初始评级定为买进 >AMZN,2017-09-13
22025,高盛将应用材料评级从中性上调至买进 >AMAT,2017-09-13
22026,Baird将Archer Daniels Midland初始评级定为强于大盘 >ADM,2017-09-12
22027,Argus Research将Lam Research初始评级定为买进 >LRCX,2017-09-12
22028,Societe Generale将瑞士信贷评级从持有上调至买进 >CS,2017-09-12
22029,Societe Generale将花旗集团评级从卖出上调至持有 >C,2017-09-12
22030,花旗集团将Advance Auto Parts评级从中性下调至卖出 >AAP,2017-09-12
22031,PiperJaffray将Comerica评级从中性上调至增持 >CMA,2017-09-12
22032,Bernstein将耐克公司初始评级定为强于大盘 >NKE,2017-09-12
22033,摩根士丹利将Nucor评级从增持下调至中性 >NUE,2017-09-12
22034,德银将美国铝业公司评级从持有上调至买进 >AA,2017-09-12
22035,美国银行将宝尊评级维持为买进 >BZUN,2017-09-11
22036,Drexel Hamilton将Textron评级从持有上调至买进 >TXT,2017-09-11
22037,Bernstein将Rockwell Collins评级从强于大盘下调至与大盘一致>COL,2017-09-11
22038,Raymond James将Incyte评级从与大盘一致上调至强于大盘>INCY,2017-09-11
22039,Guggenheim将万事达卡评级从中性上调至买进 >MA,2017-09-11
22040,美国银行将DowDuPont初始评级定为买进 >DWDP,2017-09-11
22041,花旗集团将索尼评级从买进下调至中性 >SNE,2017-09-11
22042,德银将美高梅国际酒店集团评级从买进下调至持有 >MGM,2017-09-11
22043,德银将Snap评级从买进下调至持有 >SNAP,2017-09-11
22044,Jefferies将希捷技术公司评级从买进下调至持有 >STX,2017-09-11
22045,巴克莱将DowDuPont初始评级定为减持 >DWDP,2017-09-11
22046,美国银行将华特迪士尼评级维持为买进 >DIS,2017-09-08
22047,高盛将星佳初始评级定为中性 >ZGNA,2017-09-08
22048,高盛将艺电初始评级定为买进 >EA,2017-09-08
22049,高盛将Activision Blizzard初始评级定为中性 >ATVI,2017-09-08
22050,美国银行将Brighthouse Financial评级从弱于大盘上调至中性>BHF,2017-09-08
22051,Cowen & Co.将Chipotle Mexican评级从与大盘一致下调至弱于大盘>CMG,2017-09-08
22052,美国银行将Aflac评级从中性下调至弱于大盘 >AFL,2017-09-08
22053,BTIG Research将Mid-America Apartment评级从中性上调至买进>MAA,2017-09-08
22054,Baird将Zions Bancorp 评级从弱于大盘上调至中性 >ZION,2017-09-08
22055,瑞士信贷将Ralph Lauren 评级从中性上调至强于大盘 >RL,2017-09-08
22056,巴克莱将Franklin Resources 初始评级定为减持 >BEN,2017-09-08
22057,巴克莱将洲际交易所初始评级定为增持 >ICE,2017-09-08
22058,巴克莱将嘉信理财初始评级定为增持 >SCHW,2017-09-08
22059,巴克莱将E*Trade 初始评级定为增持 >ETFC,2017-09-08
22060,巴克莱将纳斯达克初始评级定为增持 >NDAQ,2017-09-08
22061,巴克莱将CME Group 初始评级定为增持 >CME,2017-09-08
22062,巴克莱将T Rowe Price 初始评级定为减持 >TROW,2017-09-08
22063,瑞士信贷将百事公司评级从强于大盘下调至中性 >PEP,2017-09-08
22064,巴克莱将CBOE Holdings初始评级定为中性 >CBOE,2017-09-08
22065,瑞士信贷将Navient 评级从中性上调至强于大盘 >NAVI,2017-09-08
22066,巴克莱将贝莱德初始评级定为增持 >BLK,2017-09-08
22067,摩根士丹利将Synchrony Financial评级从增持下调至中性,2017-09-08
22068,摩根士丹利将Capital One评级从增持下调至中性 >COF,2017-09-08
22069,Wolfe Research将Rockwell Collins评级从强于大盘下调至与类股一致>COL,2017-09-07
22070,Susquehanna将普莱克斯 评级从中性上调至正面 >PX,2017-09-07
22071,瑞士信贷将DowDuPont 初始评级定为强于大盘 >DWDP,2017-09-07
22072,BTIG Research将Varian Medical评级从买进下调至中性>VAR,2017-09-07
22073,Telsey Advisory Group将G-III Apparel评级从与大盘一致上调至强于大盘>GIII,2017-09-07
22074,麦格理将Nucor初始评级定为中性 >NUE,2017-09-07
22075,* 穆迪将交通银行长期/短期存款评级从A2/P-1下调至A3/P-2>BCMXY,2017-09-07
22076,DA Davidson将亚马逊公司初始评级定为买进 >AMZN,2017-09-07
22077,Moffett Nathanson将微软初始评级定为中性 >MSFT,2017-09-06
22078,Moffett Nathanson将甲骨文始评级定为买进 >ORCL,2017-09-06
22079,Moffett Nathanson将Adobe Systems初始评级定为买进>ADBE,2017-09-06
22080,Moffett Nathanson将Salesforce.com初始评级定为买进 >CRM,2017-09-06
22081,* 标准普尔将凯雷及其子公司评级从A-下调至BBB+，展望为稳定>CG,2017-09-06
22082,Seaport Global将卡特彼勒初始评级定为中性 >CAT,2017-09-06
22083,瑞银将埃克森美孚 评级从卖出上调至中性 >XOM,2017-09-06
22084,Drexel Hamilton将Rockwell Collins评级从买进下调至持有>COL,2017-09-06
22085,美国银行将慧与公司评级从中性下调至弱于大盘 >HPE,2017-09-06
22086,Canaccord Genuity将Rockwell Collins评级从买进下调至持有>COL,2017-09-06
22087,花旗集团将Omnicom评级从卖出上调至中性 >OMC,2017-09-06
22088,花旗集团将Interpublic评级从中性上调至买进 >IPG,2017-09-06
22089,德银将Liberty Global初始评级定为买进 >LBTYA,2017-09-06
22090,Instinet将Qorvo初始评级定为中性 >QRVO,2017-09-06
22091,Instinet将Skyworks初始评级定为买进 >SWKS,2017-09-06
22092,Cowen & Co.将联合技术公司评级从强于大盘下调至与大盘一致 >UTX,2017-09-06
22093,富国银行将Marathon Petroleum评级从强于大盘下调至与大盘一致 >MPC,2017-09-06
22094,美国银行将US Steel评级从中性上调至买进 >X,2017-09-05
22095,SunTrust Robinson Humphrey将Prologis评级从持有上调至买进>PLD,2017-09-05
22096,Vertical Research 将Rockwell Collins评级从买进下调至持有>COL,2017-09-05
22097,Buckingham将Rockwell Collins评级从买进下调至中性 >COL,2017-09-05
22098,Buckingham将Paccar初始评级定为中性 >PCAR,2017-09-05
22099,Buckingham将Cummins初始评级定为买进 >CMI,2017-09-05
22100,Guggenheim将CMS Energy初始评级定为中性 >CMS,2017-09-05
22101,摩根大通将Alexion Pharmaceuticals评级从中性上调至增持>ALXN,2017-09-05
22102,瑞士信贷将赛门铁克初始评级定为强于大盘 >SYMC,2017-09-05
22103,瑞士信贷将甲骨文初始评级定为强于大盘 >ORCL,2017-09-05
22104,花旗集团将Skyworks评级从卖出上调至买进 >SWKS,2017-09-05
22105,高盛将AvalonBay评级从买进下调至中性 >AVB,2017-09-05
22106,Compass Point 将Navient评级从中性上调至买进 >NAVI,2017-09-05
22107,富国银行将华特迪士尼评级从与大盘一致上调至强于大盘>DIS,2017-09-05
22108,富国银行将维亚康姆评级从强于大盘下调至与大盘一致 >VIA,2017-09-05
22109,* 德银将挪威国家石油公司评级从卖出上调至持有 >STO,2017-09-04
22110,* Jefferies将汇丰控股首次评级定为买进 >HSBC,2017-09-04
22111,* RBC将苏格兰皇家银行评级从弱于大盘上调至与类股一致>RBS,2017-09-04
