,content,date
18131,MKM Partners将Michael Kors目标价从74.00美元下调至52.00美元>KORS,2018-11-13
18132,MKM Partners将阿里巴巴目标价从270.00美元下调至245.00美元>BABA,2018-11-13
18133,野村证券将KeyCorp目标价定为18.00美元 >KEY,2018-11-13
18134,野村证券将Comerica目标价定为86.00美元 >CMA,2018-11-13
18135,野村证券将Huntington Bancshares目标价定为15.00美元 >HBAN,2018-11-13
18136,Argus将迪士尼目标价从129美元上调至135美元 >DIS,2018-11-13
18137,Argus将星巴克目标价定为79美元 >SBUX,2018-11-13
18138,花旗集团将星巴克目标价从65美元上调至81美元 >SBUX,2018-11-13
18139,花旗集团将英伟达目标价从300美元下调至270美元 >NVDA,2018-11-13
18140,"MarketWatch∶Instinet将亚马逊目标价上调至2,050美元 >AMZN",2018-11-12
18141,巴克莱将美国国际集团股票目标价从71.00美元下调至62.00美元>AIG,2018-11-12
18142,富国银行将DR Horton目标价从62.00美元下调至48.00美元>DHI,2018-11-12
18143,KeyBanc将百世物流目标价从11.00美元下调至8.00美元 >BSTI,2018-11-12
18144,富国银行将L Brands目标价从30.00美元上调至55.00美元 >LB,2018-11-12
18145,摩根士丹利将Comerica目标价从101.00美元上调至106.00美元>CMA,2018-11-12
18146,Vertical Group将GrafTech International目标价从29.00美元下调至9.00美元,2018-11-12
18147,B. Riley FBR将Adamis Pharmaceuticals目标价从7.50美元下调至2.50美元,2018-11-12
18148,Keefe Bruyette & Woods将James River Group目标价从45.00美元下调至40.00美元,2018-11-12
18149,SunTrust Robinson Humphrey将Yelp目标价从51美元下调至35美元 >YELP,2018-11-10
18150,野村证券将携程旅行网目标价从49.00美元下调至36.00美元 >CTRP,2018-11-09
18151,大和资本将携程旅行网目标价从45.00美元下调至30.00美元 >CTRP,2018-11-09
18152,摩根士丹利将英伟达目标价从273美元下调至260美元 >NVDA,2018-11-09
18153,摩根士丹利将苹果公司目标价从226美元上调至253美元 >AAPL,2018-11-09
18154,摩根大通将博通目标价定为325美元 >AVGO,2018-11-09
18155,加皇资本市场将Humana目标价从318美元上调至349美元 >HUM,2018-11-08
18156,德银将博通目标价定为310美元 >AVGO,2018-11-08
18157,花旗集团将携程旅行网目标价从41.00美元下调至35.00美元 >CTRP,2018-11-08
18158,Evercore ISI Group将美国国际集团目标价定为51.00美元 >AIG,2018-11-07
18159,富国银行将北美信托银行目标价定为 126.00美元 >NTRS,2018-11-07
18160,Baird 将Diplomat Pharmacy 目标价从22.00美元下调至10.00美元 >DPLO,2018-11-07
18161,花旗集团将通用汽车目标价从57美元上调至60美元 >GM,2018-11-06
18162,Raymond James将WildHorse Resource Devt目标价定为 30.00美元 >WRD,2018-11-06
18163,巴克莱将纽约时报公司目标价从20.00美元下调至18.00美元 >NYT,2018-11-06
18164,RBC Capital将Imperva目标价定为56.00美元 >IMPV,2018-11-06
18165,Keefe Bruyette & Woods 将Enterprise Fincl Services目标价从57.00美元上调至60.00美元 >EFS,2018-11-06
18166,高盛将Consolidated Edison目标价从72.00美元上调至73.00美元 >ED,2018-11-06
18167,摩根士丹利将Roku目标价从45美元上调至50美元 >ROKU,2018-11-06
18168,瑞银将高通公司目标价从62美元上调至67美元 >QCOM,2018-11-06
18169,瑞银将阿里巴巴集团目标价从220美元下调至200美元 >BABA,2018-11-06
18170,瑞士信贷将雪佛龙公司目标价定为138.00美元 >CVX,2018-11-05
18171,瑞银将维亚康姆目标价定为34.00美元 >VIA,2018-11-05
18172,Mizuho将星巴克目标价从56.00美元上调至75.00美元 >SBUX,2018-11-05
18173,德银将Ryerson Holding目标价定为12.00美元 >RYI,2018-11-05
18174,麦格理将Parsley Energy目标价从31.00美元上调至33.00美元 >PE,2018-11-05
18175,Bank of America将American Axle目标价定为13.00美元 >AXL,2018-11-05
18176,Keefe Bruyette & Woods 将United Insurance 目标价从23.00美元下调至18.00美元 >UIHC,2018-11-05
18177,PiperJaffray将Under Armour目标价从20.00美元上调至32.00美元 >UA,2018-11-05
18178,PiperJaffray将Realogy Holdings目标价从32.00美元下调至19.00美元 >RLGY,2018-11-05
18179,Keefe Bruyette & Woods将林肯国民集团目标价定为80.00美元 >LNC,2018-11-05
18180,摩根士丹利将泰邦生物目标价定为84.00美元,2018-11-05
18181,KeyBanc将Luxfer Holdings目标价从24.00美元上调至30.00美元 >LXFR,2018-11-05
18182,KeyBanc将阿里巴巴目标价从215.00美元下调至203.00美元 >BABA,2018-11-05
18183,Baird将苹果目标价从235美元下调至230美元 >AAPL,2018-11-03
18184,摩根大通将苹果目标价从272美元下调至270美元 >AAPL,2018-11-03
18185,巴克莱将星巴克目标价从56美元上调至60美元 >SBUX,2018-11-03
18186,野村证券将苹果目标价从215美元下调至185美元 >AAPL,2018-11-03
18187,花旗集团将苹果目标价从265美元下调至240美元 >AAPL,2018-11-02
18188,BMO Capital将苹果目标价从219美元下调至213美元 >AAPL,2018-11-02
18189,BMO Capital将星巴克目标价从51美元上调至58美元 >SBUX,2018-11-02
18190,摩根大通将L3 Technologies目标价定为240.00美元 >LLL,2018-11-02
18191,Argus将Facebook目标价从210美元下调至206美元 >FB,2018-11-01
18192,花旗集团将Tapestry目标价从55美元下调至45美元 >TPR,2018-11-01
18193,野村证券将百度目标价从283.00美元下调至206.00美元 >BIDU,2018-11-01
18194,Raymond James将百特目标价从80.00美元下调至74.00美元>BAX,2018-11-01
18195,Raymond James将雅诗兰黛目标价从151.00美元上调至154.00美元>EL,2018-11-01
18196,Raymond James将洲际交易所目标价从81.00美元上调至86.00美元>ICE,2018-11-01
18197,Buckingham将家乐氏目标价从80.00美元下调至77.00美元>K,2018-11-01
18198,德银将新东方教育目标价从105.00美元下调至55.00美元 >EDU,2018-11-01
18199,瑞士信贷将Valero Energy目标价定为120.00美元 >VLO,2018-11-01
18200,摩根士丹利将Facebook目标价从175美元下调至170美元 >FB,2018-11-01
18201,Raymond James将Facebook目标价从210美元下调至180美元 >FB,2018-10-31
18202,BMO Capital将Facebook目标价从190美元下调至175美元 >FB,2018-10-31
18203,花旗集团将Facebook目标价从185美元下调至175美元 >FB,2018-10-31
18204,瑞银将晶科能源目标价从18美元下调至12美元 >JKS,2018-10-31
18205,德银将Facebook目标价从192美元上调至195美元 >FB,2018-10-31
18206,德银将可口可乐目标价从52美元上调至53美元 >KO,2018-10-31
18207,Canaccord Genuity将Facebook目标价从200美元下调至185美元 >FB,2018-10-31
18208,KeyBanc将Facebook目标价从215美元下调至195美元 >FB,2018-10-31
18209,Guggenheim将通用电气旗下贝克休斯目标价定为37.00美元 >BHGE,2018-10-31
18210,美国银行将百胜中国目标价从34.00美元上调至35.00美元 >YUMC,2018-10-31
18211,BMO Capital将Cognizant Tech Solutions目标价定为74.00美元 >CTSH,2018-10-31
18212,摩根大通将康明斯公司目标价从137.00美元上调至147.00美元 >CMI,2018-10-31
18213,Jefferies 将贝克休斯目标价从38.00美元下调至36.00美元 >BHGE,2018-10-31
18214,PiperJaffray 将安泰保险公司目标价从212.00美元下调至206.00美元 >AET,2018-10-31
18215,花旗集团将麦当劳目标价从171美元上调至189美元 >MCD,2018-10-30
18216,花旗集团将美泰公司目标价从19美元下调至16美元 >MAT,2018-10-30
18217,花旗集团将通用电气目标价从19美元下调至18美元 >GE,2018-10-30
18218,瑞银将IBM目标价从180美元下调至150美元 >IBM,2018-10-30
18219,野村证券将福特汽车目标价从9.00美元下调至8.10美元 >F,2018-10-30
18220,MarketWatch∶Cowen将AMD目标价从33美元下调至26美元 >AMD,2018-10-30
18221,野村证券将Red Hat目标价从175.00美元上调至190.00美元>RHT,2018-10-30
18222,野村证券将Salesforce.com目标价定为181.00美元 >CRM,2018-10-30
18223,摩根大通将Nvidia 目标价从265.00美元下调至255.00美元 >NVDA,2018-10-30
18224,德银将嘉信理财集团目标价从52.00美元上调至54.00美元 >SCHW,2018-10-30
18225,摩根大通将美国联合大陆控股有限公司目标价从98.00美元下调至95.00美元 >UAL,2018-10-30
18226,Raymond James将嘉信理财集团目标价定为54.00美元 >SCHW,2018-10-30
18227,摩根大通将Phillips 66目标价定为138.00美元 >PSX,2018-10-30
18228,法国兴业银行将国民油井华高目标价定为48.00美元 >NOV,2018-10-30
18229,摩根大通将美国西南航空目标价从63.00美元下调至52.00美元 >LUV,2018-10-30
18230,巴克莱将赫世公司目标价定为 66.00美元 >HES,2018-10-30
18231,Raymond James将E*Trade目标价定为64.00美元 >ETFC,2018-10-30
18232,德银将百度目标价从337美元上调至369美元 >BIDU,2018-10-30
18233,花旗集团将虎牙目标价定为26美元 >HUYA,2018-10-29
18234,德银将Ralph Lauren目标价定为149.00美元 >RL,2018-10-29
18235,Loop Capital 将西部数据目标价从80.00美元下调至42.00美元>WDC,2018-10-29
18236,摩根大通将高露洁棕榄目标价从61.00美元下调至54.00美元>CL,2018-10-29
18237,DA Davidson将惠好公司目标价从37.50美元下调至35.00美元>WY,2018-10-29
18238,Wedbush将Lennar目标价从56.00美元下调至50.00美元>LEN,2018-10-29
18239,B. Riley FBR将Lam Research 目标价从225.00美元下调至160.00美元>LRCX,2018-10-29
18240,B. Riley FBR将应用材料目标价从63.00美元下调至36.00美元>AMAT,2018-10-29
18241,Stifel Nicolaus将红帽目标价定为190.00美元 >RHT,2018-10-29
18242,高盛将福特汽车公司目标价从9.00美元上调至12.00美元 >F,2018-10-29
18243,Jefferies将苹果公司目标价定为265.00美元 >AAPL,2018-10-29
18244,* 瑞银将瑞思迈目标价下调1.9%至106.00美元,2018-10-29
18245,美国富瑞金融集团将Snap目标价从11美元下调至8美元 >SNAP,2018-10-26
18246,美国富瑞金融集团将亚马逊目标价从2260美元上调至2300美元 >AMZN,2018-10-26
18247,Raymond James将Alphabet目标价从1405美元下调至1300美元 >GOOG,2018-10-26
18248,BMO Capital将英特尔目标价从62美元下调至58美元 >INTC,2018-10-26
18249,BMO Capital将Twitter目标价从31美元上调至35美元 >TWTR,2018-10-26
18250,野村证券将Twitter目标价从30美元上调至33美元 >TWTR,2018-10-26
18251,野村证券将甲骨文目标价从58美元下调至53美元 >ORCL,2018-10-26
18252,野村证券将英特尔目标价从50美元上调至55美元 >INTC,2018-10-26
18253,美国银行将Alphabet目标价从1390美元下调至1350美元 >GOOG,2018-10-26
18254,美国银行将亚马逊目标价从2200美元下调至2000美元 >AMZN,2018-10-26
18255,巴克莱将亚马逊目标价从2100美元下调至1950美元 >AMZN,2018-10-26
18256,Canaccord Genuity将Snap目标价从12美元下调至8美元 >SNAP,2018-10-26
18257,Canaccord Genuity将GrubHub目标价从152美元下调至140美元 >GRUB,2018-10-26
18258,Canaccord Genuity将Alphabet目标价从1170美元下调至1140美元 >GOOG,2018-10-26
18259,摩根大通将Snap目标价从12.00美元下调至6.00美元 >SNAP,2018-10-26
18260,PiperJaffray将Gilead Sciences目标价从85.00美元下调至75.00美元>GILD,2018-10-26
18261,Buckingham将福特汽车公司目标价从10美元下调至9美元 >F,2018-10-26
18262,花旗集团将联合包裹服务目标价从134美元下调至125美元 >UPS,2018-10-25
18263,花旗集团将微软目标价从113美元上调至114美元 >MSFT,2018-10-25
18264,BMO Capital将Advanced Micro Devices目标价从20美元下调至18美元 >AMD,2018-10-25
18265,瑞银将联合包裹服务目标价从137美元下调至136美元 >UPS,2018-10-25
18266,Canaccord Genuity将特斯拉目标价从316美元上调至323美元 >TSLA,2018-10-25
18267,Canaccord Genuity将波音公司目标价从350美元上调至360美元 >BA,2018-10-25
18268,KeyBanc将微软目标价从123美元上调至125美元 >MSFT,2018-10-25
18269,富国银行将希尔顿目标价从87.00美元下调至74.00美元 >HLT,2018-10-25
18270,瑞士信贷将猫途鹰目标价从44.00美元上调至51.00美元 >TRIP,2018-10-25
18271,美国富瑞金融集团将卡特彼勒目标价从155美元下调至130美元 >CAT,2018-10-24
18272,美国富瑞金融集团将麦当劳目标价从190美元上调至200美元 >MCD,2018-10-24
18273,Argus将3M目标价从240美元下调至225美元 >MMM,2018-10-24
18274,野村证券将新东方教育科技目标价从115美元下调至100美元 >EDU,2018-10-24
18275,花旗集团将3M公司目标价从251美元下调至228美元 >MMM,2018-10-24
18276,花旗集团将卡特彼勒目标价从175美元下调至160美元 >CAT,2018-10-24
18277,摩根大通将华住酒店集团目标价从53美元下调至45美元 >HTHT,2018-10-24
18278,BMO Capital将Interpublic目标价从27.00美元上调至28.00美元>IPG,2018-10-24
18279,BMO Capital将Capital One目标价从135.00美元上调至146.00美元>COF,2018-10-24
18280,KeyBanc将麦当劳目标价从185.00美元上调至195.00美元>MCD,2018-10-24
18281,Buckingham将United Natural Foods目标价从41.00美元下调至26.00美元>UNFI,2018-10-24
18282,富国银行将Concho Resources目标价定为209.00美元 >CXO,2018-10-24
18283,富国银行将EQT Corp目标价定为63.00美元 >EQT,2018-10-24
18284,富国银行将Pioneer Natural目标价定为227.00美元 >PXD,2018-10-24
18285,高盛将Conagra Brands目标价定为42.00美元 >CAG,2018-10-24
18286,美国银行将Facebook目标价从205.00美元下调至190.00美元>FB,2018-10-24
18287,Guggenheim将DISH Network目标价从32.00美元上调至50.00美元>DISH,2018-10-24
18288,JMP Securities将特斯拉目标价定为350.00美元 >TSLA,2018-10-24
18289,高盛将洛克希德-马丁目标价从391.00美元上调至394.00美元>LMT,2018-10-24
18290,野村将Fifth Third Bancorp目标价定为29.00美元 >FITB,2018-10-24
18291,Wolfe Research将百时美施贵宝目标价定为66.00美元 >BMY,2018-10-24
18292,摩根大通将Avery Dennison目标价从110美元下调至105美元 >AVY,2018-10-24
18293,BMO Capital将百时美施贵宝目标价从57美元下调至54美元 >BMY,2018-10-23
18294,巴克莱将Skyworks目标价从120美元下调至105美元 >SWKS,2018-10-23
18295,巴克莱将美光科技公司目标价从60美元下调至50美元 >MU,2018-10-23
18296,美国银行将触宝目标价定为19.00美元 >CTK,2018-10-23
18297,Jefferies将亚马逊目标价从2350.00美元下调至2260.00美元>AMZN,2018-10-23
18298,瑞士信贷将哈里伯顿目标价从51.00美元下调至46.00美元>HAL,2018-10-23
18299,Maxim Group将Chipotle Mexican目标价从500.00美元上调至510.00美元>CMG,2018-10-23
18300,花旗集团将Lowe's目标价维持在112.00美元 >LOW,2018-10-23
18301,摩根士丹利将宝洁目标价从85.00美元上调至91.00美元 >PG,2018-10-23
18302,摩根士丹利将Lowe's目标价从125.00美元下调至110.00美元>LOW,2018-10-23
18303,Raymond James将eBay目标价从46.00美元下调至34.00美元>EBAY,2018-10-23
18304,德银将Alphabet Inc.目标价从1350.00美元上调至1375.00美元>GOOG,2018-10-23
18305,Susquehanna将应用材料目标价从60.00美元下调至38.00美元>AMAT,2018-10-23
18306,麦格理将DISH Network目标价从36.00美元下调至31.00美元>DISH,2018-10-23
18307,Buckingham将Sysco目标价定为82.00美元 >SYY,2018-10-23
18308,Cowen & Co.将万豪国际集团目标价定为140.00美元 >MAR,2018-10-23
18309,贝雅将Zions Bancorp目标价定为49.00美元 >ZION,2018-10-23
18310,* 瑞士信贷将空中客车集团目标价从110欧元上调至120欧元>EADSY,2018-10-23
18311,花旗集团将强生公司目标价从137美元上调至148美元 >JNJ,2018-10-22
18312,BMO Capital将美国运通目标价从106美元上调至110美元 >AXP,2018-10-22
18313,BMO Capital将默克公司目标价从70美元上调至82美元 >MRK,2018-10-22
18314,麦格理将宝洁公司目标价从86美元上调至92美元 >PG,2018-10-22
18315,摩根大通将SVMK目标价定为15美元 >SVMK,2018-10-22
18316,JMP Securities将SVMK目标价定为16美元 >SVMK,2018-10-22
18317,高盛将流利说目标价定为19美元 >LAIX,2018-10-22
18318,Capital One Financial将Essex Property目标价定为255.00美元>ESS,2018-10-22
18319,PiperJaffray将M&T Bank目标价维持在194.00美元 >MTB,2018-10-22
18320,德银将Lennar目标价从58.00美元下调至51.00美元>LEN,2018-10-22
18321,摩根大通将阿特斯目标价维持在15.00美元 >CSIQ,2018-10-22
18322,Buckingham将Fastenal目标价定为50.00美元 >FAST,2018-10-22
18323,摩根士丹利将Union Pacific目标价从141.00美元下调至134.00美元>UNP,2018-10-22
18324,RBC Capital将Chipotle Mexican目标价从450.00美元上调至510.00美元>CMG,2018-10-22
18325,花旗集团将百时美施贵宝目标价从62.00美元下调至57.00美元>BMY,2018-10-22
18326,Gordon Haskett将百胜餐饮集团目标价定为90美元 >YUM,2018-10-20
18327,Gordon Haskett将麦当劳目标价定为185美元 >MCD,2018-10-20
18328,Wedbush将微软目标价定为140美元 >MSFT,2018-10-19
18329,巴克莱将美国运通目标价从113美元上调至115美元 >AXP,2018-10-19
18330,Wedbush将奥多比系统目标价定为270美元 >ADBE,2018-10-19
18331,Baird 将Danaher目标价从116.00美元下调至114.00美元>DHR,2018-10-19
18332,Raymond James将E*Trade目标价从70.00美元下调至64.00美元>ETFC,2018-10-19
18333,BMO Capital将哈雷戴维森目标价定为45.00美元 >HOG,2018-10-19
18334,瑞穗将Marathon Oil目标价从28.00美元下调至27.00美元 >MRO,2018-10-19
18335,花旗集团将纽约梅隆银行目标价从66.00美元下调至60.00美元 >BK,2018-10-19
18336,麦格理将United Rentals目标价从130.00美元下调至99.00美元>URI,2018-10-19
18337,野村证券将KeyCorp目标价从25.00美元下调至22.00美元>KEY,2018-10-19
18338,野村证券将美国运通目标价从128.00美元上调至130.00美元>AXP,2018-10-19
18339,富国银行将Travelers目标价从142.00美元下调至136.00美元>TRV,2018-10-19
18340,富国银行将美国德事隆目标价从72.00美元下调至70.00美元>TXT,2018-10-19
18341,BTIG Research将PayPal Holdings目标价定为95.00美元 >PYPL,2018-10-19
18342,摩根士丹利将福特汽车目标价从14.00美元下调至10.00美元,2018-10-19
18343,高盛将Dentsply Sirona目标价定为44.00美元,2018-10-19
18344,摩根大通将PPG工业公司目标价定为105.00美元,2018-10-19
18345,摩根大通将O'Reilly Automotive目标价定为398.00美元,2018-10-19
18346,高盛将DexCom目标价定为125.00美元,2018-10-19
18347,巴克莱将华特迪士尼目标价定为130.00美元,2018-10-19
18348,Wedbush将苹果公司目标价定为310.00美元,2018-10-19
18349,野村证券将皇家加勒比游轮目标价从156.00美元下调至153.00美元>RCL,2018-10-18
18350,摩根士丹利将美盛公司股票目标价从33.00美元上调至36.00美元>MOS,2018-10-18
18351,摩根士丹利将美国联合美国大陆控股目标价从92.00美元上调至95.00美元>UAL,2018-10-18
18352,Loop Capital将Paccar目标价定为68.00美元 >PCAR,2018-10-18
18353,Raymond James将惠而浦目标价从160.00美元下调至140.00美元>WHR,2018-10-18
18354,Raymond James将Northern Trust目标价从122.00美元下调至115.00美元>NTRS,2018-10-18
18355,Raymond James将雅培制药目标价从77.00美元上调至79.00美元>ABT,2018-10-18
18356,Loop Capital将康明斯目标价定为170.00美元 >CMI,2018-10-18
18357,Stephens & Co.将美国联合美国大陆控股目标价定为112.00美元>UAL,2018-10-18
18358,德银将Northern Trust目标价定为112.00美元 >NTRS,2018-10-18
18359,高盛将美国福陆公司股票目标价定为59.00美元 >FLR,2018-10-18
18360,Wedbush将Alphabet目标价定为1350.00美元 >GOOG,2018-10-18
18361,摩根大通将Gap目标价从30.00美元下调至24.00美元,2018-10-18
18362,瑞士信贷将强生公司目标价从149美元上调至152美元 >JNJ,2018-10-17
18363,Cantor Fitzgerald将IBM目标价从152.00美元下调至140.00美元>IBM,2018-10-17
18364,Raymond James将UnitedHealth目标价从304.00美元上调至310.00美元>UNH,2018-10-17
18365,Raymond James将Netflix目标价从400.00美元上调至435.00美元>NFLX,2018-10-17
18366,Raymond James将强生目标价从144.00美元上调至149.00美元>JNJ,2018-10-17
18367,Buckingham将VF Corp目标价从89.00美元下调至86.00美元>VFC,2018-10-17
18368,Buckingham将美国联合美国大陆控股目标价从101.00美元上调至105.00美元>UAL,2018-10-17
18369,Buckingham将Tapestry目标价从62.00美元下调至53.00美元>TPR,2018-10-17
18370,Buckingham将Ralph Lauren目标价从138.00美元上调至140.00美元>RL,2018-10-17
18371,Buckingham将Michael Kors目标价从85.00美元下调至74.00美元>KORS,2018-10-17
18372,Buckingham将Netflix目标价从305.00美元上调至349.00美元>NFLX,2018-10-17
18373,富国银行将高露洁棕榄目标价从64.00美元下调至62.00美元>CL,2018-10-17
18374,富国银行将金佰利目标价从97.00美元上调至105.00美元>KMB,2018-10-17
18375,富国银行将星巴克目标价从60.00美元上调至64.00美元>SBUX,2018-10-17
18376,富国银行将高乐氏目标价从135.00美元上调至145.00美元 >CLX,2018-10-17
18377,富国银行将雅诗兰黛目标价从168.00美元下调至165.00美元>EL,2018-10-17
18378,Argus将贝莱德目标价从620.00美元下调至535.00美元>BLK,2018-10-17
18379,花旗集团将美国联合美国大陆控股目标价从99.00美元上调至100.00美元>UAL,2018-10-17
18380,花旗集团将Netflix目标价从375.00美元上调至400.00美元>NFLX,2018-10-17
18381,花旗集团将Freeport-McMoRan目标价从18.00美元下调至14.00美元>FCX,2018-10-17
18382,花旗集团将Entergy目标价从88.00美元上调至89.00美元>ETR,2018-10-17
18383,BMO Capital将IBM目标价从172.00美元下调至164.00美元>IBM,2018-10-17
18384,BMO Capital将固安捷目标价从332.00美元下调至330.00美元>GWW,2018-10-17
18385,BMO Capital将Netflix目标价从400.00美元上调至440.00美元>NFLX,2018-10-17
18386,BMO Capital将高盛目标价从261.00美元上调至276.00美元>GS,2018-10-17
18387,BMO Capital将CSX Corp目标价从77.00美元上调至80.00美元>CSX,2018-10-17
18388,Canaccord Genuity将Netflix目标价从450.00美元上调至470.00美元>NFLX,2018-10-17
18389,Bernstein将Workday目标价定为165.00美元 >WDAY,2018-10-17
18390,瑞士信贷将Lowe's目标价从115.00美元下调至111.00美元>LOW,2018-10-17
18391,瑞士信贷将Lennar目标价从55.00美元下调至45.00美元>LEN,2018-10-17
18392,德银将达美航空目标价从53.00美元上调至60.00美元,2018-10-17
18393,德银将美国航空目标价从40.00美元上调至47.00美元,2018-10-17
18394,德银将美国联合美国大陆控股目标价从91.00美元上调至100.00美元,2018-10-17
18395,高盛将Bio-Techne目标价定为190.00美元,2018-10-17
18396,KeyBanc将Lam Research目标价从261.00美元下调至231.00美元>LRCX,2018-10-17
18397,KeyBanc将Dollar Tree目标价从115.00美元下调至108.00美元>DLTR,2018-10-17
18398,Evercore ISI Group将Expedia Group目标价定为140美元 >EXPE,2018-10-16
18399,Evercore ISI Group将Booking Holdings目标价定为1930美元 >BKNG,2018-10-16
18400,Needham将Tapestry目标价定为50.00美元 >TPR,2018-10-16
18401,Raymond James将美国航空股票目标价从52.00美元下调至50.00美元>AAL,2018-10-16
18402,Raymond James将Harris Corp目标价从180.00美元上调至190.00美元>HRS,2018-10-16
18403,花旗集团将TJX Cos目标价从111.00美元上调至125.00美元>TJX,2018-10-16
18404,花旗集团将默克目标价从70.00美元上调至79.00美元>MRK,2018-10-16
18405,花旗集团将Facebook目标价从200.00美元下调至185.00美元>FB,2018-10-16
18406,Bernstein将菲利普莫里斯目标价定为97.00美元 >PM,2018-10-16
18407,BMO Capital将美国银行目标价从35.00美元上调至36.00美元>BAC,2018-10-16
18408,巴克莱将史赛克目标价定为198.00美元 >SYK,2018-10-16
18409,巴克莱将Edwards Lifesciences目标价定为143.00美元 >EW,2018-10-16
18410,巴克莱将波士顿科学目标价定为43.00美元 >BSX,2018-10-16
18411,巴克莱将Becton Dickinson目标价定为278.00美元 >BDX,2018-10-16
18412,巴克莱将百特目标价定为73.00美元 >BAX,2018-10-16
18413,巴克莱将奥多比系统目标价从297.00美元上调至304.00美元>ADBE,2018-10-16
18414,巴克莱将雅培制药目标价定为80.00美元 >ABT,2018-10-16
18415,富国银行将Chipotle Mexican目标价从418.00美元下调至415.00美元>CMG,2018-10-16
18416,Imperial Capital将美国航空目标价从50.00美元下调至45.00美元,2018-10-16
18417,Imperial Capital将美国联合美国大陆控股目标价从96.00美元下调91.00美元,2018-10-16
18418,高盛将Netflix目标价从470.00美元下调至430.00美元 >NFLX,2018-10-15
18419,野村证券将PNC Financial目标价从162.00美元下调至140.00美元>PNC,2018-10-15
18420,MarketWatch∶Raymond James将Netflix目标价下调至400美元 >NFLX,2018-10-15
18421,野村证券将富国银行目标价从68.00美元下调至63.00美元>WFC,2018-10-15
18422,瑞银将Marsh & McLennan目标价从92.00美元下调至87.00美元>MMC,2018-10-15
18423,瑞银将Dollar General目标价从110.00美元上调至120.00美元>DG,2018-10-15
18424,Bernstein将PNC Financial目标价从158.00美元下调至145.00美元>PNC,2018-10-15
18425,Loop Capital将Tapestry目标价从59.00美元下调至45.00美元>TPR,2018-10-15
18426,B. Riley FBR将SunTrust目标价从81.00美元下调至79.00美元>STI,2018-10-15
18427,B. Riley FBR将Comerica目标价从113.00美元下调至107.00美元>CMA,2018-10-15
18428,Argus将Lennar目标价从70.00美元下调至60.00美元 >LEN,2018-10-15
18429,Wedbush将American Eagle Outfitters目标价定为29.00美元>AEO,2018-10-15
18430,Wedbush将Lowe's目标价从105.00美元上调至115.00美元>LOW,2018-10-15
18431,摩根士丹利将迪士尼目标价从130.00美元上调至135.00美元>DIS,2018-10-15
18432,摩根士丹利将Spirit Airlines目标价从50.00美元上调至53.00美元>SAVE,2018-10-15
18433,摩根士丹利将PNC Financial目标价从168.00美元下调至160.00美元>PNC,2018-10-15
18434,摩根士丹利将MSCI明晟目标价从185.00美元下调至172.00美元>MSCI,2018-10-15
18435,摩根士丹利将Gartner目标价从149.00美元下调至144.00美元>IT,2018-10-15
18436,摩根士丹利将Equifax目标价从127.00美元下调至126.00美元>EFX,2018-10-15
18437,摩根士丹利将21世纪福斯目标价定为53.00美元 >FOX,2018-10-15
18438,摩根士丹利将哥伦比亚广播目标价定为65.00美元>CBS,2018-10-15
18439,摩根士丹利将Interpublic目标价定为24.00美元 >IPG,2018-10-15
18440,摩根士丹利将维亚康姆目标价定为34.00美元 >VIA,2018-10-15
18441,巴克莱将Appian目标价定为29.00美元,2018-10-15
18442,巴克莱将Activision Blizzard目标价从79.00美元上调至86.00美元,2018-10-15
18443,KeyBanc将孩之宝目标价从118.00美元上调至120.00美元,2018-10-15
18444,瑞士信贷将霍尼韦尔目标价定为170.00美元 >HON,2018-10-12
18445,瑞士信贷将Xylem目标价定为86.00美元 >XYL,2018-10-12
18446,瑞士信贷将3M公司股票目标价定为228.00美元 >MMM,2018-10-12
18447,瑞士信贷将罗克韦尔自动化目标价定为171.00美元 >ROK,2018-10-12
18448,巴克莱将UnitedHealth目标价从265.00美元上调至280.00美元>UNH,2018-10-12
18449,巴克莱将默克目标价从75.00美元上调至78.00美元 >MRK,2018-10-12
18450,巴克莱将礼来目标价从112.00美元上调至120.00美元 >LLY,2018-10-12
18451,巴克莱将百时美施贵宝目标价从55.00美元上调至58.00美元>BMY,2018-10-12
18452,摩根大通将康卡斯特目标价定为42.00美元 >CMCSA,2018-10-12
18453,Baird将Walgreens Boots Alliance目标价从69.00美元上调至71.00美元>WBA,2018-10-12
18454,美国银行将CMS Energy目标价从53.00美元下调至52.00美元 >CMS,2018-10-12
18455,摩根士丹利将Valero Energy目标价从150.00美元下调至145.00美元>VLO,2018-10-12
18456,摩根士丹利将Pioneer Natural目标价从240.00美元下调至234.00美元>PXD,2018-10-12
18457,摩根士丹利将西方石油目标价从100.00美元上调至101.00美元>OXY,2018-10-12
18458,摩根士丹利将Noble Energy目标价从36.00美元上调至38.00美元>NBL,2018-10-12
18459,摩根士丹利将Newfield Exploration目标价从33.00美元下调至31.00美元>NFX,2018-10-12
18460,摩根士丹利将Marathon Petroleum目标价从100.00美元上调至110.00美元>MPC,2018-10-12
18461,摩根士丹利将Marathon Oil目标价从24.00美元上调至25.00美元>MRO,2018-10-12
18462,摩根士丹利将赫世公司股票目标价从87.00美元上调至92.00美元>HES,2018-10-12
18463,摩根士丹利将达美航空目标价从65.00美元上调至68.00美元>DAL,2018-10-12
